CGNDB ID,Geographical Name,Generic Term,Latitude,Longitude,Province - Territory
BAART,Chichester Cove,Cove,46.4500000,-63.7166670,Prince Edward Island
BACVX,China Creek,Creek,46.1374150,-62.9017790,Prince Edward Island
BAARV,China Point,Locality,46.1461810,-62.9023280,Prince Edward Island
BAARU,China Point,Point,46.1412790,-62.8958890,Prince Edward Island
BAARW,Christie Island,Island,46.1842080,-62.9718950,Prince Edward Island
BAARX,Christopher Cross,Locality,46.9847880,-64.0424360,Prince Edward Island
BAARZ,Church Road,Locality,46.3736980,-62.6211380,Prince Edward Island
BAARY,Churchill,Locality,46.2180770,-63.3307250,Prince Edward Island
BAASA,Clarkes Pond,Pond,46.4990610,-63.4005960,Prince Edward Island
BAASB,Clarkin,Locality,46.2446770,-62.8832410,Prince Edward Island
BAASC,Clarks Bay,Bay,46.1447180,-62.5415780,Prince Edward Island
BACWB,Clarks Creek,Creek,46.4666670,-63.8500000,Prince Edward Island
BADVY,Clarks Creek,Creek,46.3420600,-62.8851410,Prince Edward Island
BAASF,Clarks Pond,Pond,46.3288160,-62.8824380,Prince Edward Island
BAASE,Clarks Pond,Pond,46.1049620,-62.5546140,Prince Edward Island
BAASH,Clearspring,Locality,46.4588340,-62.3442740,Prince Edward Island
BAENA,Clermont,Locality,46.4485740,-63.6789350,Prince Edward Island
BAASN,Clinton,Locality,46.4483950,-63.5478070,Prince Edward Island
BAASO,Clinton Pond,Pond,46.4455310,-63.5501870,Prince Edward Island
BAASP,Clows Point,Point,46.0463310,-62.5312900,Prince Edward Island
BAASQ,Clyde,Former Railway Point,46.3462120,-63.3976330,Prince Edward Island
BAASS,Clyde River,River,46.1950970,-63.2635490,Prince Edward Island
BAAST,Clyde River,Locality,46.2238740,-63.2571600,Prince Edward Island
BAEDN,Clyde River,Community,46.2239600,-63.2636400,Prince Edward Island
BAASU,Cobbs Hill,Hill,46.3810460,-62.6478630,Prince Edward Island
BAASV,Cody Point,Point,46.0808210,-62.4524530,Prince Edward Island
BACWC,Codys Creek,Creek,46.1833330,-63.2333330,Prince Edward Island
BADXC,Coleman,Locality,46.6858940,-64.1679270,Prince Edward Island
BACWD,Coles Creek,Creek,46.2890110,-63.2148550,Prince Edward Island
BAASX,Coles Pond,Pond,46.3000000,-63.2000000,Prince Edward Island
BACWE,Collingwoods Creek,Creek,46.5893690,-63.8981380,Prince Edward Island
BAASZ,Colville,Former Railway Point,46.3025010,-63.2822000,Prince Edward Island
BAATA,Colville Bay,Bay,46.3448970,-62.2601400,Prince Edward Island
BAATB,Commercial Cross,Locality,46.1275250,-62.6331460,Prince Edward Island
BACWG,Comptons Creek,Creek,46.4407130,-63.7922780,Prince Edward Island
BAATC,Comptons Pond,Pond,46.4397860,-63.7928770,Prince Edward Island
BAATD,Condons Pond,Pond,46.0655320,-62.4722710,Prince Edward Island
BADXB,Conway,Locality,46.6581480,-63.9906560,Prince Edward Island
BAATG,Conway Cove,Cove,46.6568620,-63.9237660,Prince Edward Island
BAATI,Conway Narrows,Narrows,46.6815700,-63.9199110,Prince Edward Island
BAATJ,Conway Sand Hills,Sand Hills,46.7000000,-63.9333330,Prince Edward Island
BAATK,Cooks Pond,Pond,46.1241680,-62.8466460,Prince Edward Island
BADWZ,Cornwall,Town,46.2263890,-63.2194440,Prince Edward Island
BAATL,Corran Ban,Locality,46.3833360,-63.0397030,Prince Edward Island
BAATM,Corraville,Locality,46.3184210,-62.6104140,Prince Edward Island
BAATN,Courtin Island,Island,46.5252070,-63.7815630,Prince Edward Island
BAAFT,Courtin Shoal,Shoal,46.5166670,-63.7833330,Prince Edward Island
BAATO,Cousins Pond,Pond,46.5395820,-63.5656650,Prince Edward Island
BAATT,Covehead,Locality,46.3819880,-63.1251400,Prince Edward Island
BAATQ,Covehead Bay,Bay,46.4167420,-63.1354220,Prince Edward Island
BAATS,Covehead Road,Locality,46.3585630,-63.1153640,Prince Edward Island
BAATV,Cow River,River,46.4703140,-62.4423840,Prince Edward Island
BAATX,Cranberry Point,Point,46.6796500,-63.9235530,Prince Edward Island
BAATZ,Cranes Pond,Pond,46.3000000,-62.6833330,Prince Edward Island
BAAUA,Crapaud,Community,46.2392730,-63.4970830,Prince Edward Island
BAAUC,Crawford Point,Point,46.2249070,-62.5809540,Prince Edward Island
BAAUD,Creeds Pond,Pond,46.1077230,-62.5207800,Prince Edward Island
BACWL,Crooked Creek,Creek,46.5651190,-63.8514900,Prince Edward Island
BACWM,Crooked Creek,Creek,46.3892520,-63.2619720,Prince Edward Island
BAAUF,Crooked River,River,46.4710700,-62.3297690,Prince Edward Island
BAAUI,Crosby Point,Point,46.1963140,-63.2094530,Prince Edward Island
BAAUJ,Crosbys Mill,Locality,46.2037830,-63.3527400,Prince Edward Island
BAAUK,Crosbys Pond,Pond,46.2075540,-63.3583510,Prince Edward Island
BAAUN,Cross River,Locality,46.4954300,-63.9619210,Prince Edward Island
BAAUM,Cross River,River,46.4753180,-62.2635240,Prince Edward Island
BAETK,Cross Roads,Locality,46.2176020,-63.0778050,Prince Edward Island
BAEAH,Crossman Creek,Creek,46.4008070,-63.8802140,Prince Edward Island
BAAUL,Crossmans Brook,Brook,46.7275340,-64.3916330,Prince Edward Island
BAAUQ,Crown Point,Point,46.1805560,-63.0050000,Prince Edward Island
BAAUR,Cuddys Point,Point,46.0217400,-62.5744040,Prince Edward Island
BAAUS,Culloden,Locality,46.0240320,-62.7761720,Prince Edward Island
BAAUT,Cumberland,Locality,46.1705470,-63.1591180,Prince Edward Island
BAAUU,Cumberland Cove,Cove,46.2119450,-63.5712370,Prince Edward Island
BAAUW,Cymbria,Locality,46.4023910,-63.2547710,Prince Edward Island
BAAUY,Daltons Brook,Brook,46.7561190,-64.3574750,Prince Edward Island
BBAGT,Dalvay,Community,46.4115110,-63.0664660,Prince Edward Island
BAAUZ,Dalvay Beach,Beach,46.4158780,-63.0621860,Prince Edward Island
BAAVC,Dalvay Lake,Lake,46.4129390,-63.0708480,Prince Edward Island
BAAVD,Dalvay Pond,Pond,46.4163360,-63.0793500,Prince Edward Island
BAAVA,Dalvay by the Sea,Locality,46.4169150,-63.0750700,Prince Edward Island
BZAAA,Dalvay-by-the-Sea National Historic Site of Canada,National Historic Site,46.4150000,-63.0708330,Prince Edward Island
BAAVE,Darlington,Locality,46.3152550,-63.3258550,Prince Edward Island
BAEJW,Darlington,Community,46.3199700,-63.3247800,Prince Edward Island
BAAVF,Darnley,Locality,46.5412300,-63.6341280,Prince Edward Island
BAAVG,Darnley Basin,Basin,46.5496450,-63.6703850,Prince Edward Island
BAAVI,Darnley Point,Point,46.5599590,-63.6808190,Prince Edward Island
BAAVK,Davies Point,Point,46.1481940,-62.8900490,Prince Edward Island
BAAVM,Dawsons Point,Point,46.6095910,-63.9008530,Prince Edward Island
BAAVN,Days Corner,Locality,46.4546990,-63.9776110,Prince Edward Island
BAAVP,DeBlois,Locality,46.9126080,-64.1121730,Prince Edward Island
BAAVS,DeGros Marsh,Marsh,46.2174860,-62.4871270,Prince Edward Island
BAAVR,DeGros Marsh,Locality,46.2285000,-62.4845870,Prince Edward Island
BAAVY,DeSable,Locality,46.1974840,-63.4140680,Prince Edward Island
BAAVZ,DeSable River,River,46.2027200,-63.4284020,Prince Edward Island
BAAVO,Deane Point,Point,46.3481360,-62.1833660,Prince Edward Island
BAAVT,Dennis Point,Point,46.5986910,-63.8802270,Prince Edward Island
BAAVU,Derby,Locality,46.6396780,-64.1910000,Prince Edward Island
BAAWA,Devil's Punchbowl Provincial Park,Provincial Park,46.4166670,-63.4833330,Prince Edward Island
BAAWB,Dewars Point,Point,46.1700940,-62.6162560,Prince Edward Island
BAAWC,Dewars Pond,Pond,46.2000000,-62.6500000,Prince Edward Island
BAAWE,Dickiesons Point,Point,46.1895310,-63.2357340,Prince Edward Island
BAAWF,Diligent Pond,Pond,46.4411540,-62.0004740,Prince Edward Island
BAAWG,Dingwell,Locality,46.4166670,-62.6666670,Prince Edward Island
BAAWH,Dingwells Mills,Locality,46.3597740,-62.4482440,Prince Edward Island
BAAWI,Dirty River,River,46.0739950,-62.4622570,Prince Edward Island
BACWT,Dixons Creek,Creek,45.9615030,-62.6865620,Prince Edward Island
BAAWJ,Dixons Pond,Pond,46.4253990,-62.1633940,Prince Edward Island
BAAWL,Dock Corner,Locality,46.8105690,-64.0819650,Prince Edward Island
BACWU,Dock Creek,Creek,46.8000000,-64.0833330,Prince Edward Island
BAAWN,Dock River,River,46.7855590,-64.0701570,Prince Edward Island
BAAWM,Dockies Point,Point,46.3866010,-63.0051500,Prince Edward Island
BAAWR,Doctors Point,Point,46.1916540,-62.5622860,Prince Edward Island
BACWV,Dog Creek,Creek,46.6287340,-64.2316740,Prince Edward Island
BACWW,Doirons Creek,Creek,46.4222820,-63.3215900,Prince Edward Island
BAAWU,Donagh,Locality,46.2636750,-62.9617980,Prince Edward Island
BAAWV,Donaldston,Locality,46.3567940,-63.0058620,Prince Edward Island
BAAWW,Douglas,Former Railway Point,46.3903670,-62.8155060,Prince Edward Island
BAAWX,Douglas Brook,Brook,46.3666670,-62.8166670,Prince Edward Island
BADVQ,Douse Point,Point,46.1422450,-62.8891930,Prince Edward Island
BADVP,Dover,Locality,46.0242770,-62.6423440,Prince Edward Island
BAAXA,Doyles Bridge,Bridge,46.9339800,-64.0052170,Prince Edward Island
BAAXB,Doyles Cove,Cove,46.4759940,-63.3047590,Prince Edward Island
BAAXC,Doyles Point,Point,46.2529420,-63.0692930,Prince Edward Island
BAAXD,Doyles Point,Point,46.4322410,-62.8910670,Prince Edward Island
BAAXE,Doyles Pond,Pond,46.3715140,-62.8766910,Prince Edward Island
BAAXF,Doyles Pond,Pond,46.9307850,-64.0113700,Prince Edward Island
BAAXG,Drakes Point,Point,46.2110230,-63.1869130,Prince Edward Island
BAAXH,Dromore,Locality,46.3000000,-62.8333330,Prince Edward Island
BAAXJ,Duchess Point,Point,46.2272960,-63.1425410,Prince Edward Island
BACXA,Duck Creek,Creek,46.6266450,-64.0905460,Prince Edward Island
BAAXM,Duffys Point,Point,46.2449570,-63.0721620,Prince Edward Island
BAAXN,Dunblane,Locality,46.6501070,-64.3438440,Prince Edward Island
BAAXO,Dundas,Locality,46.3167880,-62.5087360,Prince Edward Island
BAAXQ,Dundee,Locality,46.4026280,-62.7676040,Prince Edward Island
BAAXR,Dunedin,Locality,46.2021480,-63.2872850,Prince Edward Island
BAAXS,Dunk River,River,46.3691400,-63.7785480,Prince Edward Island
BACXC,Dunns Creek,Creek,46.0507440,-62.4917410,Prince Edward Island
BAAXT,Dunstaffnage,Locality,46.3234180,-63.0327620,Prince Edward Island
BACXD,Durant Creek,Creek,46.4666670,-63.5666670,Prince Edward Island
BAAXV,Durell Point,Point,46.2767410,-62.3584940,Prince Edward Island
BAAXX,Dutchman Rock,Rock,46.4333330,-64.1500000,Prince Edward Island
BAAXY,Duvar,Locality,46.7460880,-64.2283360,Prince Edward Island
BAEAL,Détroit de Northumberland,Strait,45.8667360,-62.7493200,Prince Edward Island
BAAXZ,Earnscliffe,Locality,46.1390930,-62.9527430,Prince Edward Island
BBAGX,East Baltic,Community,46.4333330,-62.1666670,Prince Edward Island
BAAYB,East Bideford,Locality,46.6238140,-63.9129230,Prince Edward Island
BAAYC,East Branch Morell River,Branch,46.3134400,-62.6949730,Prince Edward Island
BAAYD,East Branch Tryon River,Branch,46.2445180,-63.5588250,Prince Edward Island
BAAYE,East Branch Westmoreland River,Branch,46.2344550,-63.4822810,Prince Edward Island
BAAYG,East Lake,Lake,46.4573760,-62.0175620,Prince Edward Island
BACXI,East Lake Creek,Creek,46.4628960,-62.0100880,Prince Edward Island
BAAYJ,East Point,Locality,46.4469380,-62.0000950,Prince Edward Island
BAAYI,East Point,Point,46.4530430,-61.9710240,Prince Edward Island
BAAYL,East Point Reef,Reef,46.4666670,-61.9333330,Prince Edward Island
BAAYM,East Royalty,Locality,46.2777780,-63.1036110,Prince Edward Island
BAAYN,East Wiltshire,Locality,46.2541670,-63.2152780,Prince Edward Island
BAELI,Eastern Kings,Community,46.4347100,-62.1161600,Prince Edward Island
BAEHO,Ebbsfleet,Settlement,46.8833330,-64.2333330,Prince Edward Island
BAAYP,Ebenezer,Locality,46.3508750,-63.2592230,Prince Edward Island
BACXJ,Eel Creek,Creek,46.4716530,-63.5689960,Prince Edward Island
BAAYR,Eglington,Locality,46.3164170,-62.3690710,Prince Edward Island
BAAYS,Eglington Cove,Cove,46.3177200,-62.3590420,Prince Edward Island
BADWX,Egmont Bank,Bank,46.4000000,-64.2500000,Prince Edward Island
BAAYW,Egmont Bay,Bay,46.5666670,-64.2333330,Prince Edward Island
BADWW,Eldon,Locality,46.0945240,-62.8876980,Prince Edward Island
BACXM,Ellens Creek,Creek,46.2472350,-63.1567550,Prince Edward Island
BADWV,Ellerslie,Locality,46.6033460,-63.9443480,Prince Edward Island
BAAYZ,Ellerslie Brook,Brook,46.6071970,-63.9307300,Prince Edward Island
BAEGG,Ellerslie-Bideford,Locality,46.6032500,-63.9510300,Prince Edward Island
BAAZA,Elliotts,Locality,46.3642090,-63.4650390,Prince Edward Island
BAAZB,Elliotts Pond,Pond,46.3637500,-63.4629160,Prince Edward Island
BAAZD,Elliotvale,Locality,46.2465200,-62.7739720,Prince Edward Island
BAAZE,Ellis Brook,Brook,46.3898170,-63.7786300,Prince Edward Island
BAAZF,Ellis Cove,Cove,46.6209040,-63.9120910,Prince Edward Island
BAAZG,Ellis Island,Island,46.3775720,-63.0251740,Prince Edward Island
BAAZJ,Elm Point,Point,46.5438910,-64.0933630,Prince Edward Island
BADWA,Elmira,Locality,46.4405910,-62.0647430,Prince Edward Island
BAAZK,Elmsdale,Locality,46.8201580,-64.1390270,Prince Edward Island
BAAZL,Elmwood,Locality,46.2442140,-63.3305060,Prince Edward Island
BBAGW,Emerald,Community,46.3666670,-63.5500000,Prince Edward Island
BAAZO,Emyvale,Locality,46.2783030,-63.3583710,Prince Edward Island
BAAZP,Englands Point,Point,46.6194340,-63.9148480,Prince Edward Island
BAAZR,Enman Shore,Shore,46.5823790,-64.0688540,Prince Edward Island
BAAZS,Enmore,Locality,46.5839830,-64.0404050,Prince Edward Island
BAAZT,Enmore River,River,46.5817220,-64.0586150,Prince Edward Island
BAAZU,Fairfield,Locality,46.4731070,-62.1133990,Prince Edward Island
BAAZV,Fairview,Locality,46.1787770,-63.2023130,Prince Edward Island
BAAZX,Fanning Brook,Locality,46.3394620,-62.8194590,Prince Edward Island
BAAZY,Fanning Brook,Brook,46.3647190,-62.8007440,Prince Edward Island
BAAZZ,Fantasyland Provincial Park,Provincial Park,46.0225350,-62.5610510,Prince Edward Island
BABAA,Farmington,Locality,46.3834510,-62.4887360,Prince Edward Island
BABAB,Farrells Brook,Brook,46.4578520,-63.8517220,Prince Edward Island
BACXP,Feehans Creek,Creek,46.1833330,-63.2000000,Prince Edward Island
BABAC,Feehans Point,Point,46.4327110,-62.8837770,Prince Edward Island
BABAD,Feehans Pond,Pond,46.3988860,-62.8718680,Prince Edward Island
BABAE,Feehans Shore,Shore,46.4302250,-62.8907590,Prince Edward Island
BACXQ,Ferguson Creek,Creek,46.1957220,-63.1807780,Prince Edward Island
BABAF,Ferguson Point,Point,46.2014290,-63.1757860,Prince Edward Island
BABAG,Fernwood,Locality,46.3213590,-63.8068180,Prince Edward Island
BABAI,Ferry Point,Point,46.2261090,-63.1083820,Prince Edward Island
BABAH,Ferry Point,Point,46.2181410,-62.5326690,Prince Edward Island
BABAJ,Fifteen Point,Point,46.3887540,-64.0333210,Prince Edward Island
BABAK,Finlaysons Point,Point,46.0283480,-62.5676980,Prince Edward Island
BABAL,Finlaysons Pond,Pond,46.0418020,-62.5697780,Prince Edward Island
BABAM,Finleys Point,Point,46.1618390,-62.8904360,Prince Edward Island
BABAO,Fish Island,Island,46.5760710,-63.7129550,Prince Edward Island
BAEUN,Fisherman's Haven Provincial Park,Provincial Park,46.9333330,-63.9833330,Prince Edward Island
BADWS,Fishermans Bank,Bank,46.0166670,-62.2666670,Prince Edward Island
BABAN,Fishing Cove,Cove,46.4101710,-64.1361350,Prince Edward Island
BABAQ,Fitzpatricks Pond,Pond,46.2408900,-62.5127610,Prince Edward Island
BABAR,Fitzroy Rock,Rock,46.1166670,-63.1000000,Prince Edward Island
BABAS,Fitzsimmons Point,Point,46.4699060,-63.5435940,Prince Edward Island
BABAT,Five Houses,Locality,46.4063350,-62.5322880,Prince Edward Island
BABAU,Flat River,Locality,46.0099510,-62.8647350,Prince Edward Island
BABAV,Flat River,River,46.0076770,-62.8857410,Prince Edward Island
BABAW,Fodhla,Locality,46.0964450,-62.8143020,Prince Edward Island
BABAX,Foleys Pond,Pond,46.8580160,-64.0107250,Prince Edward Island
BABAZ,Forest Hill,Locality,46.3602670,-62.5646460,Prince Edward Island
BABBB,Forestview,Locality,46.7230570,-64.2801970,Prince Edward Island
BABBD,Fort Augustus,Locality,46.3216670,-62.9208650,Prince Edward Island
BABBH,Fortune Beach,Beach,46.3344140,-62.3445930,Prince Edward Island
BABBI,Fortune Bridge,Locality,46.3458040,-62.3777130,Prince Edward Island
BABBJ,Fortune Cove,Locality,46.7578770,-64.1296870,Prince Edward Island
BABBK,Fortune Cove,Cove,46.7619690,-64.1217450,Prince Edward Island
BABBL,Fortune Harbour,Locality,46.3353870,-62.3574840,Prince Edward Island
BABBN,Fortune River,River,46.3320410,-62.3600730,Prince Edward Island
BABBO,Founds Mills,Locality,46.4389670,-63.4978150,Prince Edward Island
BADUH,Founds River,River,46.4436130,-63.4792020,Prince Edward Island
BABBQ,Fox Hill,Hill,46.3799350,-62.8917690,Prince Edward Island
BABBR,Fox Island,Island,46.7754260,-64.0830820,Prince Edward Island
BABBW,Fox Point,Point,46.7728570,-64.0701020,Prince Edward Island
BABBY,Fox River,River,46.4730800,-62.4867090,Prince Edward Island
BABBX,Fox River,River,46.0185560,-62.5250160,Prince Edward Island
BABBV,Foxley River,River,46.7514750,-64.0699830,Prince Edward Island
BABBU,Foxley River,Locality,46.6924730,-64.0120920,Prince Edward Island
BABCA,Frederick Cove,Cove,46.6853960,-63.9429650,Prince Edward Island
BABCB,Fredericton,Locality,46.3606350,-63.4261800,Prince Edward Island
BABCD,Freeland,Locality,46.6773990,-63.9631050,Prince Edward Island
BACXU,Freeland Creek,Creek,46.6860770,-63.9454000,Prince Edward Island
BADWB,Freetown,Locality,46.3738700,-63.6197840,Prince Edward Island
BACXY,French Creek,Creek,46.4077020,-62.8616950,Prince Edward Island
BACXX,French Creek,Creek,46.1639950,-62.5918510,Prince Edward Island
BABCF,French Marsh,Marsh,46.0450170,-62.5183370,Prince Edward Island
BABCG,French Marsh Point,Point,46.0427570,-62.5200890,Prince Edward Island
BADWC,French River,Locality,46.5167090,-63.5193960,Prince Edward Island
BABCH,French River,River,46.5069300,-63.4923570,Prince Edward Island
BABCI,French Village,Locality,46.4098530,-62.8765920,Prince Edward Island
BABCJ,French Village,Locality,46.4022870,-63.4135340,Prince Edward Island
BABCE,Frenchfort,Locality,46.3171490,-63.0153010,Prince Edward Island
BABCM,Frizzells Pond,Pond,46.6841170,-64.3513950,Prince Edward Island
BACYA,Fullertons Creek,Creek,46.2423950,-63.0595970,Prince Edward Island
BABCO,Fullertons Marsh,Marsh,46.2320340,-63.0544820,Prince Edward Island
BACYB,Gains Creek,Creek,46.7038210,-63.9657510,Prince Edward Island
BABCQ,Gairloch,Community,46.0333330,-62.8166670,Prince Edward Island
BABCR,Gallas Point,Point,46.1231940,-62.9625290,Prince Edward Island
BABCU,Gambles Corner,Locality,46.2655140,-63.5160320,Prince Edward Island
BABCV,Gardiner Shore,Shore,46.3173930,-63.7858080,Prince Edward Island
BABCW,Garfield,Locality,46.0598950,-62.8583560,Prince Edward Island
BABCX,Gascoigne Cove,Cove,46.0111470,-62.8893520,Prince Edward Island
BABCZ,Gaspereaux,Locality,46.1063540,-62.4677020,Prince Edward Island
BABDC,Gates Pond,Pond,46.2666670,-63.1666670,Prince Edward Island
BABDD,Gaudin Point,Point,46.1783770,-62.5366600,Prince Edward Island
BABDG,George River,River,46.6906520,-64.0985590,Prince Edward Island
BABDH,Georgetown,Town,46.1820950,-62.5325730,Prince Edward Island
BAETD,Georgetown,Royalty,46.2000000,-62.5333330,Prince Edward Island
BABDI,Georgetown Harbour,Harbour,46.1724810,-62.5342610,Prince Edward Island
BBAGK,Georgetown Royalty,Community,46.2089700,-62.5673550,Prince Edward Island
BABDJ,Getson Bridge,Bridge,46.9419770,-64.0126980,Prince Edward Island
BABDK,Getsons Pond,Pond,46.7000000,-64.1500000,Prince Edward Island
BABDL,Ghost Point,Point,46.6112560,-63.9256410,Prince Edward Island
BACYF,Gillespies Creek,Creek,46.3919810,-63.7599190,Prince Edward Island
BABDQ,Gillis Point,Point,46.5795890,-63.8328670,Prince Edward Island
BABDR,Gillis Pond,Pond,46.4657520,-62.3549750,Prince Edward Island
BABDS,Gladstone,Locality,46.0193470,-62.5675490,Prince Edward Island
BABDU,Glasses Cove,Cove,46.6168240,-63.9057920,Prince Edward Island
BABEI,Glen Valley,Locality,46.3499480,-63.4437590,Prince Edward Island
BABDW,Glencoe,Locality,46.2010970,-62.8139500,Prince Edward Island
BABDY,Glencorradale,Locality,46.4500000,-62.1833330,Prince Edward Island
BABDZ,Glenfanning,Locality,46.2753030,-62.5875260,Prince Edward Island
BABEA,Glenfinnan,Locality,46.2939980,-62.9697620,Prince Edward Island
BABEB,Glenfinnan Lake,Lake,46.2968010,-62.9546980,Prince Edward Island
BABED,Glenfinnan River,River,46.3035060,-62.9843430,Prince Edward Island
BABEF,Glengarry,Locality,46.7624400,-64.3110400,Prince Edward Island
BABEG,Glenmartin,Locality,46.0728230,-62.6655790,Prince Edward Island
BABEH,Glenroy,Locality,46.3560890,-62.9053740,Prince Edward Island
BABEJ,Glenwilliam,Locality,46.0482310,-62.6554640,Prince Edward Island
BABEK,Glenwood,Locality,46.6469940,-64.3120250,Prince Edward Island
BABEM,Glenwood Pond,Pond,46.6481430,-64.3200630,Prince Edward Island
BABEN,Glovers Shore,Shore,46.3876100,-63.7750970,Prince Edward Island
BADXX,Golfe du Saint-Laurent,Gulf,46.5000690,-61.4992710,Prince Edward Island
BABEQ,Goose Harbour,Harbour,46.7513490,-64.0096710,Prince Edward Island
BABET,Goose River,Locality,46.4570790,-62.5073330,Prince Edward Island
BABEV,Goose River,River,46.4708250,-62.5195420,Prince Edward Island
BABEU,Goose River,River,46.4681130,-63.9533450,Prince Edward Island
BABEW,Gordon Cove,Cove,46.2942350,-63.7345680,Prince Edward Island
BABEY,Gordon Point,Point,46.2771620,-63.7190110,Prince Edward Island
BABEX,Gordon Point,Point,46.1994080,-62.5903500,Prince Edward Island
BACYK,Gordons Creek,Creek,46.7500000,-64.0833330,Prince Edward Island
BABEZ,Gordons Island,Island,46.0251670,-62.4962860,Prince Edward Island
BABFA,Gordons Point,Point,46.7453080,-64.0742570,Prince Edward Island
BABFB,Gordons Pond,Pond,46.8438600,-64.0826340,Prince Edward Island
BACYN,Governors Island,Island,46.1352440,-63.0607170,Prince Edward Island
BACYO,Governors Shoals,Shoals,46.0833330,-63.1000000,Prince Edward Island
BACYP,Gowanbrae,Locality,46.3878400,-62.3040270,Prince Edward Island
BABFD,Graham Ledge,Ledge,46.1000000,-62.4333330,Prince Edward Island
BABFF,Graham Pond,Pond,46.0965440,-62.4582100,Prince Edward Island
BABFG,Graham Rogers Lake,Lake,46.2680870,-63.1898710,Prince Edward Island
BACYR,Grahams Creek,Creek,46.4878940,-63.4174680,Prince Edward Island
BABFH,Grahams Road,Locality,46.4282690,-63.5311410,Prince Edward Island
BABFI,Grahams Road Brook,Brook,46.4168820,-63.4844580,Prince Edward Island
BABFM,Grand Pere Point,Point,46.4204060,-63.2391480,Prince Edward Island
BABFO,Grand River,River,46.5115380,-63.8729930,Prince Edward Island
BABFP,Grand River,Locality,46.5083160,-63.9115740,Prince Edward Island
BAEJX,Grand Tracadie,Community,46.3973600,-63.0442700,Prince Edward Island
BABFQ,Grand Tracadie,Locality,46.3897430,-63.0427250,Prince Edward Island
BABFK,Grande Digue Point,Point,46.5865580,-64.1092060,Prince Edward Island
BABFL,Grande Digue Shore,Shore,46.5873660,-64.1314520,Prince Edward Island
BABFR,Grandview,Locality,46.1234250,-62.7734400,Prince Edward Island
BABFT,Grants Brook,Brook,46.6229460,-63.9228150,Prince Edward Island
BABFU,Granville,Locality,46.4258470,-63.4698570,Prince Edward Island
BACYT,Granville Creek,Creek,46.4368890,-63.4770550,Prince Edward Island
BABFW,Grays Point,Point,46.1488620,-62.9630430,Prince Edward Island
BACYU,Graystone Creek,Creek,46.2877980,-62.5130330,Prince Edward Island
BABFX,Greek River,River,46.0492290,-62.5393000,Prince Edward Island
BABFY,Green Bay,Locality,46.2540080,-63.3596650,Prince Edward Island
BABGA,Green Gables,Post Office,46.4833330,-63.3833330,Prince Edward Island
BABGD,Green Meadows,Locality,46.3643740,-62.7323150,Prince Edward Island
BABGG,Green Point,Point,46.7725630,-64.0992400,Prince Edward Island
BABGF,Green Provincial Park,Provincial Park,46.5920820,-63.8900930,Prince Edward Island
BABGH,Green Road,Locality,46.2024550,-63.3822580,Prince Edward Island
BABFZ,Greenfield,Locality,46.1819370,-62.7367130,Prince Edward Island
BABGE,Greenmount,Locality,46.9008130,-64.0400850,Prince Edward Island
BAEHE,Greenmount-Montrose,Community,46.8666670,-64.0333330,Prince Edward Island
BABGI,Greens Brook,Brook,46.2025660,-63.4255710,Prince Edward Island
BABGL,Greenvale,Locality,46.3402690,-63.3147240,Prince Edward Island
BABGK,Greenvale,Locality,46.3939360,-62.1821500,Prince Edward Island
BABGN,Greenwich,Locality,46.4366930,-62.6426880,Prince Edward Island
BADUG,Grey Point,Point,46.4830270,-62.2042800,Prince Edward Island
BACYW,Griggs Creek,Creek,46.6020510,-63.9029090,Prince Edward Island
BABGO,Grog Island,Island,46.5319870,-63.7107610,Prince Edward Island
BABGP,Grovepine Brook,Brook,46.3292820,-62.4345810,Prince Edward Island
BABGQ,Guernsey Cove,Locality,45.9864230,-62.4948560,Prince Edward Island
BABGR,Guernsey Cove,Cove,45.9815600,-62.4962820,Prince Edward Island
BADXW,Gulf of St. Lawrence,Gulf,46.5000690,-61.4992710,Prince Edward Island
BABGT,Gull Point,Point,46.4859390,-63.8041400,Prince Edward Island
BABGU,Gull Point,Point,46.6108700,-63.8329940,Prince Edward Island
BABGW,Haldimand River,River,46.4372850,-64.1126480,Prince Edward Island
BABGX,Haleys Point,Point,46.1888510,-62.9663720,Prince Edward Island
BABGY,Haliburton,Locality,46.7072310,-64.3518810,Prince Edward Island
BABGZ,Hamilton,Locality,46.4932250,-63.7021510,Prince Edward Island
BAEKA,Hampshire,Community,46.2872700,-63.2730600,Prince Edward Island
BABHB,Hampshire,Locality,46.2865950,-63.2798590,Prince Edward Island
BADWD,Hampton,Locality,46.2125960,-63.4609180,Prince Edward Island
BACYZ,Hampton Creek,Creek,46.2132980,-63.4862510,Prince Edward Island
BABHC,Hansens Pond,Pond,46.5723650,-63.9172010,Prince Edward Island
BACZA,Harding Creek,Creek,46.4666670,-63.5500000,Prince Edward Island
BABHD,Hardy Point,Point,46.7500000,-64.0666670,Prince Edward Island
BABHE,Hardys Channel,Channel,46.6537470,-63.8782700,Prince Edward Island
BABHG,Hardys Pond,Pond,46.3306420,-63.1184620,Prince Edward Island
BABHH,Harmony,Locality,46.5236180,-64.0457970,Prince Edward Island
BACZC,Harmony Creek,Creek,46.3808850,-62.2842000,Prince Edward Island
BADWR,Harmony Junction,Locality,46.4058870,-62.2530970,Prince Edward Island
BABHJ,Harper,Locality,46.9362420,-64.0837320,Prince Edward Island
