CGNDB ID,Geographical Name,Generic Term,Latitude,Longitude,Province - Territory
BAEKF,Stanhope by the Sea,Locality,46.4134640,-63.1128380,Prince Edward Island
BACKK,Stanley Bridge,Locality,46.4624800,-63.4622020,Prince Edward Island
BAEXG,"Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico",Resort Municipality,46.4805560,-63.3922220,Prince Edward Island
BACKL,Stanley River,River,46.4642710,-63.4597110,Prince Edward Island
BACKO,Staverts Shore,Shore,46.3581220,-63.7336430,Prince Edward Island
BADSC,Steeles Pond,Pond,46.1103340,-62.4584890,Prince Edward Island
BADSE,Stevensons Pond,Pond,46.4166670,-63.2833330,Prince Edward Island
BADSG,Stewart Cove,Cove,46.2211310,-63.1102520,Prince Edward Island
BADHG,Stewarts Creek,Creek,46.6214720,-64.3551370,Prince Edward Island
BADSH,Stewarts Pond,Pond,46.1416330,-62.5533340,Prince Edward Island
BADSI,Stewarts Pond,Pond,46.2082630,-62.8390230,Prince Edward Island
BADSJ,Stewarts Pond,Pond,46.2397840,-63.4763600,Prince Edward Island
BAEWW,Stratford,Town,46.2177780,-63.0808330,Prince Edward Island
BADSL,Strathcona,Locality,46.3228880,-62.5568240,Prince Edward Island
BADSM,Strathgartney,Locality,46.2168590,-63.3351000,Prince Edward Island
BADSN,Strathgartney Provincial Park,Provincial Park,46.2117140,-63.3338760,Prince Edward Island
BADSQ,Stuart Point,Point,45.9736180,-62.8516050,Prince Edward Island
BADST,Sturgeon,Locality,46.1090280,-62.5227750,Prince Edward Island
BADSU,Sturgeon Bay,Bay,46.1259460,-62.5376440,Prince Edward Island
BADSV,Sturgeon River,River,46.1186030,-62.5404800,Prince Edward Island
BADSW,Suffolk,Locality,46.3317380,-63.0643900,Prince Edward Island
BADSY,Summerfield,Locality,46.4006330,-63.5497620,Prince Edward Island
BADSZ,Summerside,City,46.3958330,-63.7888890,Prince Edward Island
BADTB,Summerside Harbour,Harbour,46.3838080,-63.7940950,Prince Edward Island
BADTC,Summerville,Locality,46.2137540,-62.7575120,Prince Edward Island
BADTD,Sunbury Cove,Cove,46.4045690,-63.9259770,Prince Edward Island
BADTE,Sunbury Point,Point,46.4013840,-63.9412210,Prince Edward Island
BAETH,Surrey,Locality,46.0686610,-62.8144080,Prince Edward Island
BADTH,Surveyor Point,Point,46.4664450,-62.0225440,Prince Edward Island
BADHI,Sutherland Creek,Creek,46.4664360,-63.5231500,Prince Edward Island
BADTI,Swanton Point,Point,46.3428460,-62.2397140,Prince Edward Island
BADHJ,Tannery Creek,Creek,46.3766860,-62.8268770,Prince Edward Island
BADTK,Tarantum,Locality,46.2907260,-62.9529770,Prince Edward Island
BADTL,Taylor Point,Point,46.4792130,-63.7265930,Prince Edward Island
BADTN,Taylors Pond,Pond,46.5480320,-63.6932310,Prince Edward Island
BADTO,Tea Hill,Locality,46.2111110,-63.0666670,Prince Edward Island
BADTP,Tea Hill,Hill,46.2054730,-63.0574760,Prince Edward Island
BAEUB,Tea Hill Provincial Park,Provincial Park,46.2000000,-63.0666670,Prince Edward Island
BACME,Tenmile House,Locality,46.3345180,-62.9830440,Prince Edward Island
BADTQ,The Barachois,Barachois,46.5286980,-64.1066060,Prince Edward Island
BACWJ,The Creek,Creek,46.5333330,-63.6833330,Prince Edward Island
BACYC,The Gap,Gap,46.8547370,-64.0080000,Prince Edward Island
BABGJ,The Green,Beach,46.9554930,-63.9953020,Prince Edward Island
BADUE,The Inlet,Inlet,46.4833150,-62.1587020,Prince Edward Island
BADSK,The S,Bend,46.3771480,-62.8365740,Prince Edward Island
BADTT,Thomas Island,Island,46.0278410,-62.5069610,Prince Edward Island
BADHL,Thompson Creek,Creek,46.1418210,-62.5466560,Prince Edward Island
BADHM,Thompsons Creek,Creek,46.6305560,-63.8833330,Prince Edward Island
BADTV,Thompsons Point,Point,46.4885080,-63.9305660,Prince Edward Island
BADTU,Thompsons Point,Point,46.4704450,-63.5751470,Prince Edward Island
BADTY,Thompsons Pond,Pond,46.5419670,-63.6796550,Prince Edward Island
BACMH,Thornton Point,Point,46.1465840,-62.5354900,Prince Edward Island
BACMI,Throggys Marsh,Marsh,46.1631040,-62.9490830,Prince Edward Island
BACMJ,Thrumcap Spit,Spit,46.1736470,-62.5180830,Prince Edward Island
BACMK,Tignish,Locality,46.9500000,-64.0333330,Prince Edward Island
BAEGT,Tignish,Town,46.9504930,-64.0335830,Prince Edward Island
BACML,Tignish Corner,Locality,46.9469410,-64.0490990,Prince Edward Island
BACMM,Tignish Harbour,Harbour,46.9531820,-64.0013310,Prince Edward Island
BACMO,Tignish River,River,46.9502660,-63.9921950,Prince Edward Island
BACMP,Tignish Run,Run,46.9497460,-63.9913400,Prince Edward Island
BACMQ,Tignish Shore,Community,46.9462340,-63.9951830,Prince Edward Island
BADHP,Toronto,Locality,46.4524690,-63.3799670,Prince Edward Island
BAEUA,Townshend Woodlot Provincial Park,Provincial Park,46.4166670,-62.2666670,Prince Edward Island
BACMS,Tracadie,Locality,46.3469780,-62.9632210,Prince Edward Island
BACMT,Tracadie Bay,Bay,46.3938360,-62.9891130,Prince Edward Island
BACMU,Tracadie Cross,Locality,46.3510910,-62.9614120,Prince Edward Island
BACMV,Tracadie Harbour,Harbour,46.4120910,-63.0392820,Prince Edward Island
BACMW,Travellers Rest,Locality,46.4182800,-63.7386660,Prince Edward Island
BACNA,Trout River,River,46.4130750,-62.9387870,Prince Edward Island
BACNC,Trout River,River,46.6015000,-63.8966810,Prince Edward Island
BACNE,Trout River,River,46.4422670,-63.4717000,Prince Edward Island
BACNB,Trout River,River,46.7104280,-64.0663870,Prince Edward Island
BACNF,Trout Rock,Rock,46.1833330,-63.1333330,Prince Edward Island
BAEEC,Tryon,Locality,46.2377960,-63.5428410,Prince Edward Island
BACNG,Tryon Head,Head,46.2057380,-63.5465310,Prince Edward Island
BACNH,Tryon River,River,46.2061590,-63.5385800,Prince Edward Island
BACNI,Tryon Shoals,Shoals,46.2000000,-63.5166670,Prince Edward Island
BADHQ,Tuplin Creek,Creek,46.4665250,-63.5747580,Prince Edward Island
BACNM,Tyne Valley,Community,46.5742300,-63.9293170,Prince Edward Island
BACNN,Tyne Valley Pond,Pond,46.5666670,-63.9333330,Prince Edward Island
BACNQ,Tyrone,Locality,46.2785740,-63.3434590,Prince Edward Island
BACNR,Uigg,Locality,46.1636200,-62.8130790,Prince Edward Island
BACNS,Union,Former Railway Point,46.3109960,-63.1265240,Prince Edward Island
BACNT,Union Corner,Locality,46.3890290,-63.9932150,Prince Edward Island
BACNU,Union Corner Provincial Park,Provincial Park,46.3882070,-63.9945530,Prince Edward Island
BACNV,Union Road,Locality,46.1810270,-62.6997130,Prince Edward Island
BAELQ,Union Road,Community,46.3244270,-63.1319590,Prince Edward Island
BACNW,Union Road,Locality,46.3333330,-63.1333330,Prince Edward Island
BACNY,Unionvale,Locality,46.7145750,-64.1837500,Prince Edward Island
BACOA,Upper MacLures Pond,Pond,46.0319770,-62.6647270,Prince Edward Island
BACOC,Upper Simpsons Pond,Pond,46.4682530,-63.4039650,Prince Edward Island
BACOE,Upton,Locality,46.3397640,-62.5390670,Prince Edward Island
BACOF,Urbainville,Locality,46.4636590,-64.0372770,Prince Edward Island
BACOH,Valley,Locality,46.0657890,-62.7927730,Prince Edward Island
BAECH,Valleyfield,Community,46.1302200,-62.7098500,Prince Edward Island
BACOI,Valleyfield,Locality,46.1295820,-62.7359660,Prince Edward Island
BACOJ,Valleyfield Pond,Pond,46.1405210,-62.6747370,Prince Edward Island
BACOK,Valleyfield River,River,46.1600910,-62.6543320,Prince Edward Island
BAETJ,Vernon Bridge,Locality,46.1754120,-62.8821570,Prince Edward Island
BACOQ,Vernon River,Locality,46.2078860,-62.8332420,Prince Edward Island
BACOR,Vernon River,River,46.1608680,-62.8857610,Prince Edward Island
BADHT,Vesseys Creek,Creek,46.1675300,-62.6402110,Prince Edward Island
BACOS,Victoria,Community,46.2170240,-63.4931740,Prince Edward Island
BACOT,Victoria Cross,Locality,46.1645090,-62.6951130,Prince Edward Island
BACOU,Victoria Harbour,Harbour,46.2020360,-63.4855350,Prince Edward Island
BAETZ,Victoria Provincial Park,Provincial Park,46.2082910,-63.4790570,Prince Edward Island
BACOV,Victoria West,Locality,46.5437290,-64.0578830,Prince Edward Island
BACOW,Village Green,Locality,46.2140310,-62.9247020,Prince Edward Island
BADHV,Waites Creek,Creek,46.4399260,-63.7503410,Prince Edward Island
BACOZ,Waites Shore,Shore,46.4452130,-63.7757700,Prince Edward Island
BACPC,Walkers Cove,Cove,46.2816590,-63.0305820,Prince Edward Island
BACPD,Warren Cove,Cove,46.2013890,-63.1392340,Prince Edward Island
BACPE,Warren Grove,Community,46.2730600,-63.2213200,Prince Edward Island
BACPF,Warrens Point,Point,46.2768990,-63.1997920,Prince Edward Island
BACPH,Warrens Pond,Pond,46.4833330,-63.6000000,Prince Edward Island
BACPI,Warrens Pond,Pond,46.3667600,-62.8094230,Prince Edward Island
BACPG,Warrens Pond,Pond,46.2701450,-63.2165870,Prince Edward Island
BACPJ,Waterford,Locality,46.9468200,-64.1639850,Prince Edward Island
BACPK,Waterside,Locality,46.1979110,-62.9580070,Prince Edward Island
BACPL,Watervale,Locality,46.2677470,-62.8963120,Prince Edward Island
BADHY,Watts Creek,Creek,46.3031900,-63.2281200,Prince Edward Island
BADHX,Watts Creek,Creek,46.1334490,-62.9139440,Prince Edward Island
BACPM,Webber Cove,Cove,46.4416770,-63.7205740,Prince Edward Island
BACPN,Webber Point,Point,46.4478270,-63.7590770,Prince Edward Island
BADIA,Webster Creek,Creek,46.1833330,-63.1833330,Prince Edward Island
BACPO,Websters Corner,Locality,46.3084560,-62.9537410,Prince Edward Island
BACPP,Websters Island,Island,46.2000490,-63.2952190,Prince Edward Island
BACPR,Websters Pond,Pond,46.4166670,-62.6500000,Prince Edward Island
BACPQ,Websters Pond,Pond,46.2303510,-63.6058590,Prince Edward Island
BAEKY,Wellington,Community,46.4508040,-63.9982830,Prince Edward Island
BACPS,Wellington,Locality,46.4500000,-64.0000000,Prince Edward Island
BACPT,Wellington Centre,Locality,46.4891120,-63.9872440,Prince Edward Island
BACPU,Wellington Station,Post Office,46.4500000,-64.0000000,Prince Edward Island
BACPW,West Branch Morell River,Branch,46.3134400,-62.6949730,Prince Edward Island
BACPX,West Branch Sturgeon River,Branch,46.1204940,-62.6017320,Prince Edward Island
BACPZ,West Cape,Locality,46.6770680,-64.4076120,Prince Edward Island
BACQB,West Covehead,Locality,46.3961760,-63.1365020,Prince Edward Island
BACQC,West Devon,Locality,46.6679280,-64.1178110,Prince Edward Island
BADID,West Lake Creek,Creek,46.8187440,-64.0457850,Prince Edward Island
BACQM,West Point,Locality,46.6266960,-64.3714540,Prince Edward Island
BACQN,West Point,Point,46.6154650,-64.3819320,Prince Edward Island
BACQO,West Reef,Reef,46.6833330,-64.5000000,Prince Edward Island
BAEDE,West River,Community,46.1716800,-63.2947900,Prince Edward Island
BADUW,West River,River,46.2094350,-63.1585160,Prince Edward Island
BACQQ,West Royalty,Locality,46.2583330,-63.1638890,Prince Edward Island
BACQR,West Spit,Spit,46.6333330,-64.4333330,Prince Edward Island
BACQS,West St. Peters,Locality,46.4121040,-62.7765280,Prince Edward Island
BACQG,Westmoreland,Locality,46.2687320,-63.4904710,Prince Edward Island
BACQI,Westmoreland River,River,46.2095710,-63.4711370,Prince Edward Island
BACQV,Wheatley River,River,46.4011880,-63.2527310,Prince Edward Island
BACQU,Wheatley River,Locality,46.3731120,-63.2897800,Prince Edward Island
BACQX,Wheelers Bar,Bar,46.1343500,-62.5111640,Prince Edward Island
BACQY,Whim Road,Locality,46.1336690,-62.5999900,Prince Edward Island
BACRA,White Sands,Locality,45.9719620,-62.5493300,Prince Edward Island
BACRB,Whites Cove,Cove,46.7745200,-64.3341780,Prince Edward Island
BACRD,Whitlocks Pond,Pond,46.3493150,-62.5261850,Prince Edward Island
BACRF,Wight Point,Point,46.1178020,-62.5120090,Prince Edward Island
BACRE,Wightmans Point,Point,46.1639650,-62.5293590,Prince Edward Island
BADIO,Williams Creek,Creek,46.6107940,-63.9096260,Prince Edward Island
BACRI,Willis Pond,Pond,46.2637240,-63.2769010,Prince Edward Island
BACRK,Wilmot,Locality,46.0070820,-62.5779130,Prince Edward Island
BACRL,Wilmot,Locality,46.3944440,-63.7625000,Prince Edward Island
BACRM,Wilmot River,River,46.3914940,-63.7414790,Prince Edward Island
BACRN,Wilmot Valley,Locality,46.3994790,-63.6971880,Prince Edward Island
BADIF,Wilsons Creek,Creek,46.1833330,-63.2333330,Prince Edward Island
BACRO,Wilsons Point,Point,46.1847900,-63.2258270,Prince Edward Island
BACRR,Winchester Cape,Cape,46.5178070,-63.8292760,Prince Edward Island
BACRS,Windon,Locality,46.3511550,-62.7218910,Prince Edward Island
BACRT,Winsloe,Locality,46.2933330,-63.1788890,Prince Edward Island
BAEJT,Winsloe South,Locality,46.3130070,-63.1760150,Prince Edward Island
BACRZ,Winter River,River,46.3810610,-63.0405440,Prince Edward Island
BACSA,Wiseners Pond,Pond,46.2614030,-62.8788330,Prince Edward Island
BACSC,Wolfe Inlet,Inlet,46.6278580,-64.2935020,Prince Edward Island
BACSH,Wood Island,Former Railway Point,46.0000000,-62.7500000,Prince Edward Island
BACSK,Wood Islands,Locality,45.9661350,-62.7510960,Prince Edward Island
BACSJ,Wood Islands,Islands,45.9533780,-62.7537980,Prince Edward Island
BACSM,Wood Islands Harbour,Harbour,45.9517840,-62.7488370,Prince Edward Island
BAETW,Wood Islands Provincial Park,Provincial Park,45.9504700,-62.7451270,Prince Edward Island
BACSQ,Woods Bay,Bay,46.1903120,-63.0220950,Prince Edward Island
BACST,Woods Point,Point,46.1869820,-63.0214460,Prince Edward Island
BACSS,Woodside Shore,Shore,46.3488970,-63.7293350,Prince Edward Island
BACSU,Woodstock,Locality,46.7177590,-64.1654220,Prince Edward Island
BACSV,Woodvale,Locality,46.8847630,-64.0842440,Prince Edward Island
BACSX,Woodville Mills,Locality,46.2387290,-62.5102630,Prince Edward Island
BACSY,Worths Pond,Pond,46.1967670,-62.8983380,Prince Edward Island
BACTC,Wrights Cove,Cove,46.7559470,-64.3592270,Prince Edward Island
BADIJ,Wrights Creek,Creek,46.1819490,-62.9327220,Prince Edward Island
BADII,Wrights Creek,Creek,46.2725150,-63.0969370,Prince Edward Island
BADUU,Wrights Point,Point,46.2045720,-63.4964330,Prince Edward Island
BACTE,Wrights Pond,Pond,46.3284290,-63.7184230,Prince Edward Island
BACTH,Yankee Hill,Hill,46.5237160,-63.5061640,Prince Edward Island
BADIK,Yeo Creek,Creek,46.4949990,-63.9038450,Prince Edward Island
BACTI,Yeo Point,Point,46.4971380,-63.9013660,Prince Edward Island
BADIL,Yeos Creek,Creek,46.5813600,-63.9147130,Prince Edward Island
BACTJ,Yeos Point,Point,46.6024470,-63.8914380,Prince Edward Island
BACTK,Yeos Shore,Shore,46.5656150,-64.0715780,Prince Edward Island
BAEWU,York,Community,46.3159830,-63.0975060,Prince Edward Island
BACTL,York,Locality,46.3166670,-63.1000000,Prince Edward Island
BAEIH,York Point,Locality,46.2233330,-63.1680560,Prince Edward Island
BACTM,York Point,Point,46.2234590,-63.1581300,Prince Edward Island
BACTN,Youngs Marsh,Marsh,46.1309830,-62.9487250,Prince Edward Island
BACTO,Youngs Shoal,Shoal,46.1333330,-62.9833330,Prince Edward Island
BAEAN,Île-du-Prince-Édouard,Province,46.5000000,-63.0000000,Prince Edward Island
