CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
KADMH,Ladue Range,Undetermined,,Range,Terrain Feature,MTN,2d1a5f23d05511d892e2080020a0f4c9,63.8262679,-134.3143380,,Yukon,250000,1980-08-01,Yukon-Department of Tourism and Culture
KADMI,Ladue River,Undetermined,,River,Water Feature,RIV,2d25f7e4d05511d892e2080020a0f4c9,63.1708333,-140.3336111,,Yukon,1000000,1980-12-23,Yukon-Department of Tourism and Culture
KADMK,Laforce Lake,Undetermined,,Lake,Water Feature,LAKE,46c93083bbe311d892e2080020a0f4c9,62.6791667,-132.3224999,,Yukon,250000,1994-04-11,Yukon-Department of Tourism and Culture
KADMM,Lahchah Mountain,Gwich'in,,Mountain,Terrain Feature,MTN,2d311b75d05511d892e2080020a0f4c9,67.5930556,-140.8919444,,Yukon,250000,1981-10-09,Yukon-Department of Tourism and Culture
KADMN,Laidlaw Lake,Undetermined,,Lake,Water Feature,LAKE,60d63147ba3611d892e2080020a0f4c9,60.0044444,-133.2630556,,Yukon,250000,1951-07-05,Yukon-Department of Tourism and Culture
KADMW,Lake Creek,Undetermined,,Creek,Water Feature,RIV,0c6f7cc0849c20c301eb0c58124f92e3,65.5627778,-135.6294444,,Yukon,250000,1945-04-16,Yukon-Department of Tourism and Culture
KADMV,Lake Creek,Undetermined,,Creek,Water Feature,RIV,2d3c3f06d05511d892e2080020a0f4c9,64.6318265,-137.1710697,,Yukon,1000000,1981-10-05,Yukon-Department of Tourism and Culture
KADMS,Lake Creek,Undetermined,,Creek,Water Feature,RIV,3cf13352d05411d892e2080020a0f4c9,61.8011111,-140.0405556,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KADMT,Lake Creek,Undetermined,,Creek,Water Feature,RIV,0c6f7c7f849c20c3fd652933b2cd4f1b,62.4344918,-140.0946750,,Yukon,50000,1953-07-02,Yukon-Department of Tourism and Culture
KADMU,Lake Creek,Undetermined,,Creek,Water Feature,RIV,3cfc08c3d05411d892e2080020a0f4c9,63.4816667,-137.8972222,,Yukon,1000000,1981-02-13,Yukon-Department of Tourism and Culture
KADMP,Lake Creek,Undetermined,,Creek,Water Feature,RIV,3ce636d1d05411d892e2080020a0f4c9,61.0858581,-137.9384307,,Yukon,250000,1981-03-09,Yukon-Department of Tourism and Culture
KADMQ,Lake Creek,Undetermined,,Creek,Water Feature,RIV,0c6f7bcc849c20c3e20f1523162bea1d,61.3930556,-134.3675000,,Yukon,250000,1936-07-15,Yukon-Department of Tourism and Culture
KADLW,Lake Laberge,Undetermined,,Lake,Water Feature,LAKE,0c6f7afc849c20c3f7c49b189a390544,61.1825000,-135.1925000,,Yukon,5000000,1898-12-31,Yukon-Department of Tourism and Culture
KAIGD,Lake Laberge 1,Undetermined,,Indian Reserve,Administrative Area,IR,08e4279abbe311d892e2080020a0f4c9,60.9500000,-135.1000000,,Yukon,50000,1990-12-31,Indigenous and Northern Affairs Canada
KAFKL,Lake Ray,Undetermined,,Lake,Water Feature,LAKE,3253cd67d05511d892e2080020a0f4c9,60.3552778,-137.1925000,,Yukon,250000,1980-08-12,Yukon-Department of Tourism and Culture
KADMX,Lake Terrace Creek,Undetermined,,Creek,Water Feature,RIV,2d47fed7d05511d892e2080020a0f4c9,61.5886111,-136.4808333,,Yukon,250000,1981-03-09,Yukon-Department of Tourism and Culture
KADMY,Lakeview Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c6f7d00849c20c3b73d0c7a25401945,60.4530556,-135.0880556,,Yukon,50000,1956-01-19,Yukon-Department of Tourism and Culture
KADNB,Landmark Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0cf7736e849c20c36fd3cb1c37fdef2d,61.1686111,-139.2347222,,Yukon,250000,1973-10-15,Yukon-Department of Tourism and Culture
KADNF,Langton Creek,Undetermined,,Creek,Water Feature,RIV,7a121307ba3411d892e2080020a0f4c9,60.0058333,-136.8838889,,Yukon,250000,1980-08-12,Yukon-Department of Tourism and Culture
KADNG,Lansdowne,Undetermined,,Locality,Populated Place,UNP,3d1cfe46d05411d892e2080020a0f4c9,60.3095714,-134.7951648,,Yukon,50000,1980-07-29,Yukon-Department of Tourism and Culture
KADNJ,Lansing,Undetermined,,Locality,Populated Place,UNP,0c6f7d9d849c20c30c94c74815ae8b9e,63.7411111,-133.4647222,,Yukon,50000,1946-10-07,Yukon-Department of Tourism and Culture
KADNK,Lansing Range,Undetermined,,Range,Terrain Feature,MTN,0c6f7dde849c20c3bac4142cc2eec789,63.7661111,-132.8613889,,Yukon,1000000,1946-10-07,Yukon-Department of Tourism and Culture
KADNL,Lansing River,Undetermined,,River,Water Feature,RIV,2d5e45f9d05511d892e2080020a0f4c9,63.7396802,-133.4674987,,Yukon,1000000,1946-11-05,Yukon-Department of Tourism and Culture
KBABJ,Lansing Tagíya,Northern Tutchone,,River,Water Feature,RIV,2d5e45f9d05511d892e2080020a0f4c9,63.7396802,-133.4674987,,Yukon,1000000,2009-01-15,Yukon-Department of Tourism and Culture
KADNM,Lapie Lakes,Undetermined,,Lakes,Water Feature,LAKE,0c6f7e68849c20c38631d2ad959feaf9,61.6561111,-133.0636111,,Yukon,250000,1951-11-02,Yukon-Department of Tourism and Culture
KADNO,Lapie River,Undetermined,,River,Water Feature,RIV,3d32f748d05411d892e2080020a0f4c9,62.0291618,-132.6073621,,Yukon,250000,1980-08-05,Yukon-Department of Tourism and Culture
KADNP,Lapierre House,Undetermined,,Locality,Populated Place,UNP,3d2821d7d05411d892e2080020a0f4c9,67.3941667,-137.0077778,,Yukon,50000,1981-10-09,Yukon-Department of Tourism and Culture
KADNS,Larsen Creek,Undetermined,,Creek,Water Feature,RIV,2d69debad05511d892e2080020a0f4c9,64.1043342,-136.5870790,,Yukon,250000,1981-10-05,Yukon-Department of Tourism and Culture
KADNR,Larsen Creek,Undetermined,,Creek,Water Feature,RIV,0c6f7ed4849c20c3ef3d09db1416dc59,60.1630972,-125.0124908,,Yukon,250000,1958-05-01,Yukon-Department of Tourism and Culture
KADNT,Larsen Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f7f2c849c20c30fa22e05d8f53fa4,60.1166667,-125.5836111,,Yukon,250000,1945-04-07,Yukon-Department of Tourism and Culture
KADNU,Laska Gulch,Undetermined,,Gulch,Terrain Feature,VALL,0c6f7f6e849c20c3d876eda61d6e7f2e,63.8088889,-136.3033333,,Yukon,250000,1957-08-01,Yukon-Department of Tourism and Culture
KAHSF,Laskey Creek,Undetermined,,Creek,Water Feature,RIV,0cf7a1c0849c20c31cf4a79791e64b12,63.7238889,-138.6841667,,Yukon,50000,1983-01-11,Yukon-Department of Tourism and Culture
KADNX,Last Chance Creek,Undetermined,,Creek,Water Feature,RIV,93086d24d05511d892e2080020a0f4c9,64.8338889,-141.0000000,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KADNW,Last Chance Creek,Undetermined,,Creek,Water Feature,RIV,2d75024bd05511d892e2080020a0f4c9,64.0133333,-139.0916667,,Yukon,250000,1983-01-11,Yukon-Department of Tourism and Culture
KADNY,Last Drive Creek,Undetermined,,Creek,Water Feature,RIV,0cf773f1849c20c3b934056ec49ea836,64.3651718,-138.3777439,,Yukon,250000,1979-09-04,Yukon-Department of Tourism and Culture
KADNZ,Last Mountain,Undetermined,,Mountain,Terrain Feature,MTN,71725c54ba3611d892e2080020a0f4c9,60.7730556,-126.6211111,,Yukon,250000,1949-09-01,Yukon-Department of Tourism and Culture
KADOA,Last Peak,Undetermined,,Peak,Terrain Feature,MTN,0cf77452849c20c3d0dca0087224ce13,61.5963889,-134.2208333,,Yukon,250000,1936-07-15,Yukon-Department of Tourism and Culture
KADOC,Latreille Creek,Undetermined,,Creek,Water Feature,RIV,60f35638ba3611d892e2080020a0f4c9,60.0529763,-135.0298807,,Yukon,250000,1956-01-19,Yukon-Department of Tourism and Culture
KADOD,Laura Creek,Undetermined,,Creek,Water Feature,RIV,0c6f7fae849c20c393bff6be23f9b579,63.9972222,-138.2502778,,Yukon,250000,1956-07-05,Yukon-Department of Tourism and Culture
KADOE,Laura Creek,Undetermined,,Creek,Water Feature,RIV,0c6f8044849c20c3f55f3800fc2352b8,63.7730673,-138.5718054,,Yukon,50000,1978-09-26,Yukon-Department of Tourism and Culture
KADOF,Laurier Creek,Undetermined,,Creek,Water Feature,RIV,0c6f8002849c20c3683dc9745086c659,61.1162868,-135.0925584,,Yukon,250000,1936-07-15,Yukon-Department of Tourism and Culture
KADOI,Lava Creek,Undetermined,,Creek,Water Feature,RIV,2d804cecd05511d892e2080020a0f4c9,62.9961111,-137.4458333,,Yukon,250000,1980-12-08,Yukon-Department of Tourism and Culture
KADOH,Lava Creek,Undetermined,,Creek,Water Feature,RIV,3d3e1ad9d05411d892e2080020a0f4c9,60.5533333,-137.8302778,,Yukon,250000,1980-08-12,Yukon-Department of Tourism and Culture
KADOK,Leaf Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f80c8849c20c3e27cd0abbca62a97,60.7025000,-131.8902778,,Yukon,250000,1952-07-03,Yukon-Department of Tourism and Culture
KADOM,Leckie Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f8108849c20c3e1c3d308e8e7e68c,61.5547222,-129.6350000,,Yukon,250000,1962-03-12,Yukon-Department of Tourism and Culture
KADON,Ledge Creek,Undetermined,,Creek,Water Feature,RIV,3d49175ad05411d892e2080020a0f4c9,63.6730556,-134.8652778,,Yukon,250000,1980-08-01,Yukon-Department of Tourism and Culture
KADOP,Lee Creek,Undetermined,,Creek,Water Feature,RIV,3d53eccbd05411d892e2080020a0f4c9,63.9858290,-138.3775720,,Yukon,250000,1981-03-26,Yukon-Department of Tourism and Culture
KADOQ,Lee Creek,Undetermined,,Creek,Water Feature,RIV,3d5f105cd05411d892e2080020a0f4c9,64.1972222,-139.3813889,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KADOS,Left Clear Creek,Undetermined,,Creek,Water Feature,RIV,3d6a0cddd05411d892e2080020a0f4c9,63.7808333,-137.2716667,,Yukon,250000,1981-02-13,Yukon-Department of Tourism and Culture
KADOW,Legar Creek,Northern Tutchone,,Creek,Water Feature,RIV,3d8053ffd05411d892e2080020a0f4c9,62.7133333,-136.4288888,,Yukon,250000,1980-12-08,Yukon-Department of Tourism and Culture
KADOX,Legar Lake,Undetermined,,Lake,Water Feature,LAKE,3d75095ed05411d892e2080020a0f4c9,62.6583330,-136.5525000,,Yukon,250000,2006-05-25,Yukon-Department of Tourism and Culture
KAIJM,Legha Mǟn,Northern Tutchone,,Lake,Water Feature,LAKE,3d75095ed05411d892e2080020a0f4c9,62.6583330,-136.5525000,,Yukon,250000,2006-05-25,Yukon-Department of Tourism and Culture
KADOZ,Leine Creek,Tlingit,,Creek,Water Feature,RIV,0d081004849c20c347631ad2493de346,60.0398758,-134.1610118,,Yukon,250000,1956-05-03,Yukon-Department of Tourism and Culture
KAHSG,Lemare Gulch,Undetermined,,Gulch,Terrain Feature,VALL,0c703cda849c20c35c58285e6adc1781,63.8202778,-138.6425000,,Yukon,50000,1983-01-11,Yukon-Department of Tourism and Culture
KADPA,Lemieux Creek,Undetermined,,Creek,Water Feature,RIV,61153619ba3611d892e2080020a0f4c9,60.0236444,-135.1821328,,Yukon,250000,1956-01-19,Yukon-Department of Tourism and Culture
KADPB,Lenore Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f8193849c20c364dc338a658144bc,63.8530556,-138.0288889,,Yukon,50000,1936-07-15,Yukon-Department of Tourism and Culture
KADPD,Leotta Creek,Undetermined,,Creek,Water Feature,RIV,0c6f81d5849c20c3962f1cb13b63525a,63.9755556,-138.7402778,,Yukon,250000,1978-09-26,Yukon-Department of Tourism and Culture
KADPH,Lepine Creek,Undetermined,,Creek,Water Feature,RIV,3d967411d05411d892e2080020a0f4c9,64.0844444,-139.0863889,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KADPI,Leroy Creek,Undetermined,,Creek,Water Feature,RIV,2d8b978dd05511d892e2080020a0f4c9,64.0188889,-138.7875000,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KADPJ,Lesaux Creek,Undetermined,,Creek,Water Feature,RIV,2d9bc42ed05511d892e2080020a0f4c9,63.2125000,-140.7597222,,Yukon,250000,1980-12-23,Yukon-Department of Tourism and Culture
KADPL,Leslie Ridge,Undetermined,,Ridge,Terrain Feature,MTN,3da197a2d05411d892e2080020a0f4c9,62.6436526,-138.6892547,,Yukon,250000,1981-01-06,Yukon-Department of Tourism and Culture
KADPM,Lewes Creek,Undetermined,,Creek,Water Feature,RIV,3db76994d05411d892e2080020a0f4c9,60.3677778,-134.8244444,,Yukon,250000,1980-07-29,Yukon-Department of Tourism and Culture
KADPN,Lewes Lake,Undetermined,,Lake,Water Feature,LAKE,3dac6d13d05411d892e2080020a0f4c9,60.3788334,-134.8313310,,Yukon,250000,1980-07-28,Yukon-Department of Tourism and Culture
KADPS,Lewis,Undetermined,,Settlement,Populated Place,UNP,3dcd6296d05411d892e2080020a0f4c9,60.3391667,-134.8158333,,Yukon,50000,1980-07-29,Yukon-Department of Tourism and Culture
KADPU,Lewis Creek,Undetermined,,Creek,Water Feature,RIV,3dda0cc7d05411d892e2080020a0f4c9,61.3052778,-138.8572222,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KADPW,Lewis Lake,Undetermined,,Lake,Water Feature,LAKE,3de5cc98d05411d892e2080020a0f4c9,62.6125000,-131.0863889,,Yukon,250000,1946-11-05,Yukon-Department of Tourism and Culture
KADPZ,Liard Canyon,Undetermined,,Canyon,Terrain Feature,VALL,2da783ffd05511d892e2080020a0f4c9,60.0130684,-128.6079345,,Yukon,250000,1980-07-14,Yukon-Department of Tourism and Culture
KADQB,Liard Plateau,Undetermined,,Plateau,Terrain Feature,PLN,7625965dba3411d892e2080020a0f4c9,60.4166667,-125.2500000,,Yukon,250000,1958-05-01,Yukon-Department of Tourism and Culture
KADQD,Liard River,Undetermined,,River,Water Feature,RIV,612a6bcaba3611d892e2080020a0f4c9,60.0000000,-128.5933333,,Yukon,5000000,1980-07-14,Yukon-Department of Tourism and Culture
KADQF,Liberal Ridge,Undetermined,,Ridge,Terrain Feature,MTN,3df18c69d05411d892e2080020a0f4c9,63.6130556,-136.1705556,,Yukon,250000,1981-02-13,Yukon-Department of Tourism and Culture
KADQI,Liberty Fork,Undetermined,,Fork,Water Feature,RIV,3e0b2eebd05411d892e2080020a0f4c9,64.5100000,-141.0000000,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KAIFT,Lieu historique national du Canada S.S. Keno,Undetermined,,National Historic Site,Administrative Area,PARK,69308f4fba3611d892e2080020a0f4c9,64.0675000,-139.4291700,,Yukon,1000000,2001-01-12,Parks Canada
KAIFV,Lieu historique national du Canada S.S. Klondike,Undetermined,,National Historic Site,Administrative Area,PARK,69507360ba3611d892e2080020a0f4c9,60.7294440,-135.0472200,,Yukon,1000000,2001-01-12,Parks Canada
KAIJX,Lieu historique national du Canada de l'Ancien-Palais-de-Justice-Territorial,Undetermined,,National Historic Site,Administrative Area,PARK,22fa7410849c20c3f737e23006f85caf,64.0563099,-139.4405799,,Yukon,50000,1980-06-30,Parks Canada
KAIFX,Lieu historique national du Canada de la Drague-Numéro-Quatre,Undetermined,,National Historic Site,Administrative Area,PARK,69644981ba3611d892e2080020a0f4c9,63.9458330,-139.3300000,,Yukon,1000000,2001-01-12,Parks Canada
KAIFR,Lieu historique national du Canada du Complexe-Historique-de-Dawson,Undetermined,,National Historic Site,Administrative Area,PARK,699396e3ba3611d892e2080020a0f4c9,64.0500000,-139.4333300,,Yukon,1000000,2001-01-12,Parks Canada
KADQJ,Lightning Creek,Undetermined,,Creek,Water Feature,RIV,3e00326ad05411d892e2080020a0f4c9,63.8919444,-135.3494444,,Yukon,250000,1980-08-01,Yukon-Department of Tourism and Culture
KADQK,Lignite Creek,Undetermined,,Creek,Water Feature,RIV,0c6f831d849c20c36f613f0fdb428202,61.8644444,-141.0000000,,Yukon,250000,1958-04-03,Yukon-Department of Tourism and Culture
KADQL,Lil Creek,Undetermined,,Creek,Water Feature,RIV,0cf7749f849c20c36b6cddd24c92a2c1,64.5132991,-138.2398122,,Yukon,250000,1979-09-12,Yukon-Department of Tourism and Culture
KADQN,Lime Creek,Undetermined,,Creek,Water Feature,RIV,0c6f837f849c20c3aa03fe26d04eddac,60.0863889,-134.5041667,,Yukon,250000,1956-05-03,Yukon-Department of Tourism and Culture
KADQO,Lime Creek,Undetermined,,Creek,Water Feature,RIV,0c6f83c0849c20c3fe67493efe39bb48,64.1208333,-135.6280556,,Yukon,250000,1955-04-07,Yukon-Department of Tourism and Culture
KADQP,Lime Mountain,Undetermined,,Mountain,Terrain Feature,MTN,3e16527cd05411d892e2080020a0f4c9,60.1269444,-134.3950000,,Yukon,250000,1980-07-29,Yukon-Department of Tourism and Culture
KADQQ,Lime Peak,Undetermined,,Peak,Terrain Feature,MTN,0c6f84ec849c20c347cd4d533252774c,61.0666667,-134.8850000,,Yukon,250000,1958-03-06,Yukon-Department of Tourism and Culture
KADQR,Limestone Creek,Undetermined,,Creek,Water Feature,RIV,0c6f84ab849c20c334a361d09e5bbfd2,63.1116667,-133.4177778,,Yukon,250000,1946-10-07,Yukon-Department of Tourism and Culture
KADQT,Lindow Creek,Undetermined,,Creek,Water Feature,RIV,9238065ac6cd11d892e2080020a0f4c9,63.9822222,-139.2230556,,Yukon,50000,1953-03-05,Yukon-Department of Tourism and Culture
KADQU,Lingfish Lake,Undetermined,,Lake,Water Feature,LAKE,2db2a790d05511d892e2080020a0f4c9,60.2494444,-128.4961111,,Yukon,250000,1980-07-14,Yukon-Department of Tourism and Culture
KADQW,Linta Creek,Undetermined,,Creek,Water Feature,RIV,0c6f8645849c20c341a3058501cd64df,64.0213889,-138.5847222,,Yukon,250000,1979-09-04,Yukon-Department of Tourism and Culture
KADQX,Lion Creek,Undetermined,,Creek,Water Feature,RIV,0cf774e3849c20c34eefa59fac2af421,63.8202778,-138.8263889,,Yukon,50000,1978-09-26,Yukon-Department of Tourism and Culture
KADRA,Lister Creek,Undetermined,,Creek,Water Feature,RIV,3e21760dd05411d892e2080020a0f4c9,61.4528196,-137.1992982,,Yukon,250000,1981-03-09,Yukon-Department of Tourism and Culture
KADRF,Little Atlin Creek,Tlingit,,Creek,Water Feature,RIV,0c6f86ae849c20c34ce15c49b65a1376,60.3035318,-134.0160734,,Yukon,250000,1952-05-01,Yukon-Department of Tourism and Culture
KADRG,Little Atlin Lake,Tlingit,,Lake,Water Feature,LAKE,3e2c728ed05411d892e2080020a0f4c9,60.2538889,-133.9533333,,Yukon,1000000,1952-05-01,Yukon-Department of Tourism and Culture
KADRH,Little Bear Creek,Undetermined,,Creek,Water Feature,RIV,0c6f8717849c20c34331a5d25f4ed2c7,61.0487651,-134.0751376,,Yukon,250000,1936-07-15,Yukon-Department of Tourism and Culture
KADRI,Little Bear Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c6f875b849c20c3453d7580831b09a6,61.0811111,-133.9941667,,Yukon,250000,1936-07-15,Yukon-Department of Tourism and Culture
KADRJ,Little Bell River,Undetermined,,River,Water Feature,RIV,3e38807fd05411d892e2080020a0f4c9,67.6723790,-136.6139384,,Yukon,250000,1981-10-09,Yukon-Department of Tourism and Culture
KADRK,Little Blanche Creek,Undetermined,,Creek,Water Feature,RIV,0c6f879c849c20c3bb6860dc4738eaa3,63.8109578,-139.0622900,,Yukon,250000,1978-09-26,Yukon-Department of Tourism and Culture
KADRL,Little Boundary Creek,Undetermined,,Creek,Water Feature,RIV,3e43a410d05411d892e2080020a0f4c9,61.7476890,-140.8861824,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KADRM,Little Braeburn Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f88a5849c20c3097ba9b76fafa174,61.5019444,-135.8188889,,Yukon,250000,1958-03-06,Yukon-Department of Tourism and Culture
KADRN,Little Buffalo Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f8865849c20c36e3f7b690018e2da,61.8819444,-136.4547222,,Yukon,250000,1958-08-07,Yukon-Department of Tourism and Culture
KADRP,Little Castle Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c6f896a849c20c323c4eef1771dba2b,64.5111111,-135.3258333,,Yukon,250000,1963-03-08,Yukon-Department of Tourism and Culture
KADRS,Little Creek,Undetermined,,Creek,Water Feature,RIV,3e4e7981d05411d892e2080020a0f4c9,61.4713889,-139.0363889,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KADRT,Little Cultus Creek,Undetermined,,Creek,Water Feature,RIV,0c6f89ab849c20c3c2d5290e07188ef0,61.1444444,-138.1650000,,Yukon,250000,1953-05-07,Yukon-Department of Tourism and Culture
KAHSH,Little Eldorado Gulch,Undetermined,,Gulch,Terrain Feature,VALL,0cf7a214849c20c3758a6769d2c63e02,63.8891667,-139.3097222,,Yukon,50000,1983-01-11,Yukon-Department of Tourism and Culture
KADRU,Little Fish Creek,Undetermined,,Creek,Water Feature,RIV,71d45278ba3611d892e2080020a0f4c9,68.2319444,-136.4480556,,Yukon,250000,1961-07-05,Yukon-Department of Tourism and Culture
KADRW,Little Fish Hook Rapids,Undetermined,,Rapids,Water Feature,RAP,06eb0e26c6ce11d892e2080020a0f4c9,62.4597222,-134.0966667,,Yukon,50000,1954-09-02,Yukon-Department of Tourism and Culture
KADRY,Little Flat Creek,Undetermined,,Creek,Water Feature,RIV,3e59eb32d05411d892e2080020a0f4c9,67.8388889,-139.4050000,,Yukon,250000,1981-10-09,Yukon-Department of Tourism and Culture
KADSA,Little Fox Lakes,Undetermined,,Lakes,Water Feature,LAKE,0c6f8a2d849c20c30bd251a88e768bb4,61.3444444,-135.6561111,,Yukon,250000,1958-03-06,Yukon-Department of Tourism and Culture
KADSB,Little Gem Gulch,Undetermined,,Gulch,Terrain Feature,VALL,0c6f89ea849c20c3435d695167e099ed,63.9577778,-138.9066667,,Yukon,50000,1978-09-26,Yukon-Department of Tourism and Culture
KADSC,Little Gold,Undetermined,,Locality,Populated Place,UNP,0c6f8a6e849c20c304ac19bec8ded2f0,64.0852778,-141.0000000,,Yukon,250000,1981-04-06,Yukon-Department of Tourism and Culture
KADSE,Little Gold Creek,Undetermined,,Creek,Water Feature,RIV,2dbdcb21d05511d892e2080020a0f4c9,64.0372222,-140.7686111,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KADSG,Little Hyland River,Undetermined,,River,Water Feature,RIV,0c6f8ab0849c20c33c5b945df780808a,61.6369110,-128.3479259,,Yukon,1000000,1958-04-03,Yukon-Department of Tourism and Culture
KADSH,Little Jimmy Lake,Undetermined,,Lake,Water Feature,LAKE,3e64c0a3d05411d892e2080020a0f4c9,60.8961111,-129.7183333,,Yukon,250000,1980-07-14,Yukon-Department of Tourism and Culture
KADSI,Little John Creek,Undetermined,,Creek,Water Feature,RIV,0c6f8afc849c20c34a2f936146e848ba,61.0599073,-138.3510018,,Yukon,250000,1953-05-07,Yukon-Department of Tourism and Culture
KAHZW,Little John Lake,Undetermined,,Lake,Water Feature,LAKE,47e1cc81bbe311d892e2080020a0f4c9,62.5961111,-140.9830556,,Yukon,50000,1995-11-15,Yukon-Department of Tourism and Culture
KADSJ,Little Kalzas Lake,Undetermined,,Lake,Water Feature,LAKE,924302dbc6cd11d892e2080020a0f4c9,62.9575000,-135.6219444,,Yukon,250000,1951-03-07,Yukon-Department of Tourism and Culture
KADSK,Little Kalzas River,Undetermined,,River,Water Feature,RIV,0c6f8b3c849c20c381ab53484fa680a8,62.8900000,-135.4705556,,Yukon,250000,1951-03-07,Yukon-Department of Tourism and Culture
KADSN,Little Moose River,Undetermined,,River,Water Feature,RIV,3e6fe434d05411d892e2080020a0f4c9,60.3433333,-129.8244444,,Yukon,250000,1980-07-14,Yukon-Department of Tourism and Culture
KADSO,Little Owls Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c6f8b7c849c20c392cbc2ad5999c5bf,62.0797222,-129.2777778,,Yukon,250000,1958-04-03,Yukon-Department of Tourism and Culture
KADSQ,Little Rancheria River,Undetermined,,River,Water Feature,RIV,76f36dbaba3411d892e2080020a0f4c9,60.2041429,-129.5614163,,Yukon,2000000,1980-07-14,Yukon-Department of Tourism and Culture
KADSR,Little Ridge,Undetermined,,Ridge,Terrain Feature,MTN,0c6f8c04849c20c31851d91f067a9544,61.0544444,-135.9100000,,Yukon,250000,1936-07-15,Yukon-Department of Tourism and Culture
KADST,Little River,Undetermined,,River,Water Feature,RIV,3e7ab9a5d05411d892e2080020a0f4c9,60.8966667,-135.6891667,,Yukon,250000,1980-07-29,Yukon-Department of Tourism and Culture
KADSU,Little River,Undetermined,,Locality,Populated Place,UNP,2dc93cd2d05511d892e2080020a0f4c9,61.0122222,-135.7802778,,Yukon,250000,1980-07-29,Yukon-Department of Tourism and Culture
KADSV,Little Salmon,Undetermined,,Locality,Populated Place,UNP,3e858f16d05411d892e2080020a0f4c9,62.0530550,-135.6827780,,Yukon,250000,1951-03-07,Yukon-Department of Tourism and Culture
KADSW,Little Salmon Lake,Undetermined,,Lake,Water Feature,LAKE,2dd46063d05511d892e2080020a0f4c9,62.1866667,-134.6750000,,Yukon,1000000,1951-03-07,Yukon-Department of Tourism and Culture
KADSY,Little Salmon Range,Undetermined,,Range,Terrain Feature,MTN,0c6f8c44849c20c3d938904a65887005,62.2744444,-134.8116667,,Yukon,250000,1951-03-07,Yukon-Department of Tourism and Culture
KADSZ,Little Salmon River,Undetermined,,River,Water Feature,RIV,3e923947d05411d892e2080020a0f4c9,62.0541760,-135.6666581,,Yukon,2000000,1951-03-07,Yukon-Department of Tourism and Culture
KAIGB,Little Salmon River 10,Undetermined,,Indian Reserve,Administrative Area,IR,08ac4eb8bbe311d892e2080020a0f4c9,62.0544440,-135.6711110,,Yukon,50000,1990-12-31,Indigenous and Northern Affairs Canada
KADTA,Little Sanpete Creek,Undetermined,,Creek,Water Feature,RIV,0c6f8c84849c20c3384fa392f99db76c,62.0930298,-140.6852532,,Yukon,250000,1952-02-06,Yukon-Department of Tourism and Culture
KADTC,Little Scurvy Creek,Undetermined,,Creek,Water Feature,RIV,0c6f8d1f849c20c3474a8006a18ed056,60.8150000,-130.5816667,,Yukon,250000,1952-07-03,Yukon-Department of Tourism and Culture
KADTD,Little Sheep Creek,Undetermined,,Creek,Water Feature,RIV,0c6f8cde849c20c3fb26e2a3ea277fcd,62.5969444,-134.4413889,,Yukon,250000,1951-03-07,Yukon-Department of Tourism and Culture
KAHSI,Little Skookum Gulch,Undetermined,,Gulch,Terrain Feature,VALL,0c703d1a849c20c31cc0ffd281fe1a0b,63.9261111,-139.3361111,,Yukon,50000,1983-01-11,Yukon-Department of Tourism and Culture
KADTE,Little South Klondike River,Undetermined,,River,Water Feature,RIV,3ea83249d05411d892e2080020a0f4c9,64.0160298,-137.7798325,,Yukon,250000,1981-10-05,Yukon-Department of Tourism and Culture
KADTF,Little Squanga Lake,Undetermined,,Lake,Water Feature,LAKE,3e9d35c8d05411d892e2080020a0f4c9,60.5127778,-133.7836111,,Yukon,250000,1980-07-22,Yukon-Department of Tourism and Culture
KADTI,Little Teslin Lake,Tlingit,,Lake,Water Feature,LAKE,3ebe525bd05411d892e2080020a0f4c9,60.4847222,-133.4013889,,Yukon,250000,1980-07-22,Yukon-Department of Tourism and Culture
KADTH,Little Teslin Lake,Tlingit,,Locality,Populated Place,UNP,2ddf5ce4d05511d892e2080020a0f4c9,60.4836111,-133.4544444,,Yukon,250000,1980-07-22,Yukon-Department of Tourism and Culture
