CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
KABPN,Deadman Hill,Undetermined,,Hill,Terrain Feature,MTN,0c6f1ea4849c20c3f7ce38589611d88b,62.3327778,-140.5708333,,Yukon,250000,1953-07-02,Yukon-Department of Tourism and Culture
KABPP,Deadmans Gulch,Undetermined,,Gulch,Terrain Feature,VALL,2feb278bd05411d892e2080020a0f4c9,64.4538428,-139.0065704,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KABPR,Deadwood Creek,Undetermined,,Creek,Water Feature,RIV,3001479dd05411d892e2080020a0f4c9,64.1050000,-139.4652778,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KABPS,Deadwood Mountain,Undetermined,,Mountain,Terrain Feature,MTN,2ff6240cd05411d892e2080020a0f4c9,62.0180556,-136.1950000,,Yukon,250000,1980-12-08,Yukon-Department of Tourism and Culture
KABPU,Deception Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f1ee7849c20c3a15e16ebfe91aea3,65.7183333,-135.6097222,,Yukon,250000,1954-08-05,Yukon-Department of Tourism and Culture
KBAEW,Dechʼue Kį́ʼ,Kaska,,Mount,Terrain Feature,MTN,b0ead79f0a00120416953ad95a68a137,62.3177780,-132.8544440,,Yukon,50000,2012-02-28,Yukon-Department of Tourism and Culture
KABQB,Deep Creek,Undetermined,,Creek,Water Feature,RIV,30223d20d05411d892e2080020a0f4c9,63.4738889,-140.8677778,,Yukon,250000,1980-12-23,Yukon-Department of Tourism and Culture
KABQA,Deep Creek,Undetermined,,Creek,Water Feature,RIV,3017198fd05411d892e2080020a0f4c9,63.2703668,-138.4640619,,Yukon,250000,1980-12-23,Yukon-Department of Tourism and Culture
KABQC,Deep Creek,Undetermined,,Creek,Water Feature,RIV,0c6f1f6a849c20c3bedbfedc4a5318c3,69.1573433,-138.3251063,,Yukon,250000,1958-06-05,Yukon-Department of Tourism and Culture
KABQH,Dendale Lake,South Slavey,,Lake,Water Feature,LAKE,0c6f1faa849c20c3c9c821d73dfe75d7,60.7869444,-124.8730556,,Yukon,250000,1958-05-01,Yukon-Department of Tourism and Culture
KBAFC,Denduya Gûn Hîni,Tlingit,,Creek,Water Feature,RIV,921981d7c6cd11d892e2080020a0f4c9,60.3236110,-131.5422220,,Yukon,250000,2012-02-28,Yukon-Department of Tourism and Culture
KBAFD,Denduyà,Kaska,,Lake,Water Feature,LAKE,b0eae2c40a00120411dafee21cdc4692,60.4019440,-131.4122220,,Yukon,50000,2012-02-28,Yukon-Department of Tourism and Culture
KABQI,Dennis Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,270b022dd05511d892e2080020a0f4c9,60.9000000,-140.3805556,,Yukon,250000,1981-02-03,Yukon-Department of Tourism and Culture
KAIAE,Desdele Chō Mené',Kaska,,Lake,Water Feature,LAKE,46c93083bbe311d892e2080020a0f4c9,62.6791667,-132.3224999,,Yukon,250000,1994-04-11,Yukon-Department of Tourism and Culture
KBAGS,Desdele Lakes,Kaska,,Lakes,Water Feature,LAKE,47c36f0fbbe311d892e2080020a0f4c9,62.1916670,-132.8805560,,Yukon,250000,2011-11-25,Yukon-Department of Tourism and Culture
KBAGR,Desdele Mené',Kaska,,Lake,Water Feature,LAKE,0c6fb1f0849c20c305ce5a4e94594f7c,62.1913890,-132.8319440,,Yukon,250000,2011-11-25,Yukon-Department of Tourism and Culture
KABQL,Destruction Bay,Undetermined,,Settlement,Populated Place,UNP,27169aeed05511d892e2080020a0f4c9,61.2519513,-138.8043868,,Yukon,1000000,1980-09-12,Yukon-Department of Tourism and Culture
KABQM,Detour Lakes,Undetermined,,Lakes,Water Feature,LAKE,0c6f206f849c20c3c3ca9f9642287b36,62.6922222,-134.8208333,,Yukon,250000,1946-11-05,Yukon-Department of Tourism and Culture
KABQR,Devil's Club Creek,Southern Tutchone,,Creek,Water Feature,RIV,0c6f20af849c20c32e7711d97e6a1044,60.2413010,-136.5686853,,Yukon,250000,1956-05-03,Yukon-Department of Tourism and Culture
KABQO,Devilhole Creek,Undetermined,,Creek,Water Feature,RIV,30430b93d05411d892e2080020a0f4c9,60.2851774,-136.3156622,,Yukon,250000,1980-08-12,Yukon-Department of Tourism and Culture
KABQS,Devils Elbow,Undetermined,,Elbow,Water Feature,RIVF,304e0814d05411d892e2080020a0f4c9,63.4138663,-136.5319087,,Yukon,250000,1981-02-13,Yukon-Department of Tourism and Culture
KBABD,Deyę́,Northern Tutchone,,Lake,Water Feature,LAKE,7b16fec8c6be11d892e2080020a0f4c9,61.8788890,-135.3397220,,Yukon,250000,2008-09-25,Yukon-Department of Tourism and Culture
KAHTY,Dezadeash,Undetermined,,Locality,Populated Place,UNP,e8761cf9d05211d892e2080020a0f4c9,60.3719444,-137.0597222,,Yukon,250000,1983-05-02,Yukon-Department of Tourism and Culture
KABQX,Dezadeash Lake,Tlingit,,Lake,Water Feature,LAKE,30640116d05411d892e2080020a0f4c9,60.4652777,-136.9991666,,Yukon,1000000,1980-08-12,Yukon-Department of Tourism and Culture
KABQZ,Dezadeash Range,Tlingit,,Range,Terrain Feature,MTN,7b3f6e5cc6be11d892e2080020a0f4c9,60.7100000,-136.8844443,,Yukon,1000000,1956-09-06,Yukon-Department of Tourism and Culture
KABRA,Dezadeash River,Tlingit,,River,Water Feature,RIV,306ed687d05411d892e2080020a0f4c9,60.6519444,-137.8033333,,Yukon,2000000,1980-08-12,Yukon-Department of Tourism and Culture
KABRC,Diabase Creek,Undetermined,,Creek,Water Feature,RIV,0c6f213b849c20c38da1838125a6c1e4,64.4219705,-138.7869806,,Yukon,250000,1968-07-30,Yukon-Department of Tourism and Culture
KABRD,Diamain Lake,Northern Tutchone,,Lake,Water Feature,LAKE,0c6f217d849c20c3ba8f8a96873bb02f,62.9200000,-136.3105556,,Yukon,1000000,1936-04-21,Yukon-Department of Tourism and Culture
KABRG,Dickson Creek,Undetermined,,Creek,Water Feature,RIV,272d3030d05511d892e2080020a0f4c9,61.1157025,-138.9420531,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KABRH,Dickson Hill,Undetermined,,Hill,Terrain Feature,MTN,307a2128d05411d892e2080020a0f4c9,60.2066667,-135.0108333,,Yukon,50000,1980-07-29,Yukon-Department of Tourism and Culture
KABRJ,Difficult Creek,Undetermined,,Creek,Water Feature,RIV,0c6f2242849c20c39f452078c20b34f5,69.5126532,-139.3796143,,Yukon,250000,1959-06-04,Yukon-Department of Tourism and Culture
KABRK,Diikee Creek,Gwich'in,,Creek,Water Feature,RIV,0c6f2200849c20c3bc97c853a917cefd,65.9431599,-134.9919144,,Yukon,250000,1977-10-10,Yukon-Department of Tourism and Culture
KABRN,Dion Creek,Undetermined,,Creek,Water Feature,RIV,2738a1e1d05511d892e2080020a0f4c9,64.0263889,-139.4536111,,Yukon,250000,1965-09-16,Yukon-Department of Tourism and Culture
KABRP,Dip Creek,Undetermined,,Creek,Water Feature,RIV,308ff31ad05411d892e2080020a0f4c9,62.5408333,-139.3861111,,Yukon,250000,1981-01-06,Yukon-Department of Tourism and Culture
KABRQ,Dipslope Mountain,Undetermined,,Mountain,Terrain Feature,MTN,27439e62d05511d892e2080020a0f4c9,64.2632120,-138.5821731,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KABRR,Disappointment Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,30a772bcd05411d892e2080020a0f4c9,60.5333333,-138.5375000,,Yukon,250000,1981-02-03,Yukon-Department of Tourism and Culture
KABRS,Disappointment River,Undetermined,,River,Water Feature,RIV,309b8bdbd05411d892e2080020a0f4c9,60.7816667,-138.2361111,,Yukon,250000,1981-02-03,Yukon-Department of Tourism and Culture
KABRT,Discovery Creek,Undetermined,,Creek,Water Feature,RIV,0c6f2283849c20c349068bac07ddc724,62.0740777,-137.2281416,,Yukon,250000,1968-09-08,Yukon-Department of Tourism and Culture
KAHRI,Discovery Pup,Undetermined,,Pup,Water Feature,RIV,0c703a83849c20c3684c80ab650f4eca,64.0004505,-139.2280074,,Yukon,50000,1983-01-11,Yukon-Department of Tourism and Culture
KAHQM,Discovery Pup,Undetermined,,Pup,Water Feature,RIV,0c7037b9849c20c3e12eecd477b76c47,63.0108309,-139.3314241,,Yukon,50000,1981-10-19,Yukon-Department of Tourism and Culture
KABRY,Discovery Pup,Undetermined,,Pup,Water Feature,RIV,30b2964dd05411d892e2080020a0f4c9,64.0377778,-139.6213889,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KABRX,Discovery Pup,Undetermined,,Pup,Water Feature,RIV,4496346bc6be11d892e2080020a0f4c9,63.8555556,-138.8713889,,Yukon,50000,1983-01-11,Yukon-Department of Tourism and Culture
KAHRH,Discovery Pup,Undetermined,,Pup,Water Feature,RIV,0cf79ee1849c20c35ea4b80591f806fc,63.9945589,-139.1086442,,Yukon,50000,1983-01-11,Yukon-Department of Tourism and Culture
KABSA,Discovery Ridge,Undetermined,,Ridge,Terrain Feature,MTN,0cf758ca849c20c345f398a3b229bb77,64.5008333,-138.1297222,,Yukon,250000,1980-01-03,Yukon-Department of Tourism and Culture
KABSC,Distincta Peak,Undetermined,,Peak,Terrain Feature,MTN,274ee903d05511d892e2080020a0f4c9,65.0158333,-138.2869444,,Yukon,250000,1981-09-24,Yukon-Department of Tourism and Culture
KAHYH,Diversion Creek,Undetermined,,Creek,Water Feature,RIV,0cac1ede849c20c3c9acc0ce824d0576,63.5296631,-137.4060929,,Yukon,250000,1988-12-02,Yukon-Department of Tourism and Culture
KABSD,Divide Lake,Undetermined,,Lake,Water Feature,LAKE,0cf75965849c20c3f60df5b734427ebc,64.4488889,-138.4986111,,Yukon,250000,1968-07-30,Yukon-Department of Tourism and Culture
KABSE,Division Mountain,Undetermined,,Mountain,Terrain Feature,MTN,30bdb9ded05411d892e2080020a0f4c9,61.3269444,-136.0772222,,Yukon,250000,1981-03-09,Yukon-Department of Tourism and Culture
KABSF,Dixie Creek,Undetermined,,Creek,Water Feature,RIV,30d141dfd05411d892e2080020a0f4c9,61.0397222,-137.8141667,,Yukon,250000,1981-03-09,Yukon-Department of Tourism and Culture
KAIBY,Dlaałäl Lake,Upper Tanana,,Lake,Water Feature,LAKE,0cf042e7849c20c31d4add1dccea583c,62.6077777,-140.9880556,,Yukon,50000,1995-11-15,Yukon-Department of Tourism and Culture
KBABZ,Dlùlū,Northern Tutchone,,Lake,Water Feature,LAKE,443428b60a0012046e62be976b14619e,61.8686110,-135.1508330,,Yukon,50000,2008-05-12,Yukon-Department of Tourism and Culture
KABSJ,Dodo Lakes,Undetermined,,Lakes,Water Feature,LAKE,275a33a4d05511d892e2080020a0f4c9,60.0596833,-129.1094593,,Yukon,250000,1980-07-14,Yukon-Department of Tourism and Culture
KABSL,Dog Creek,Undetermined,,Creek,Water Feature,RIV,0c6f22c4849c20c33d18ffb0c387dd0c,68.3690325,-138.8278567,,Yukon,250000,1961-07-05,Yukon-Department of Tourism and Culture
KABSN,Dog Island,Undetermined,,Island,Terrain Feature,ISL,0c6f2344849c20c3472ee9194f51f37f,64.1025000,-139.4566667,,Yukon,250000,1956-07-05,Yukon-Department of Tourism and Culture
KABSO,Dog Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f2304849c20c3941a2ee40d729164,65.9052778,-134.2197222,,Yukon,250000,1954-08-05,Yukon-Department of Tourism and Culture
KABSM,Doghead Point,Undetermined,,Point,Terrain Feature,CAPE,30dc8c80d05411d892e2080020a0f4c9,61.3545048,-138.7857115,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KABSQ,Dognose Creek,Undetermined,,Creek,Water Feature,RIV,27661a85d05511d892e2080020a0f4c9,64.0358333,-138.7986111,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KABSR,Dogpack Lake,Undetermined,,Lake,Water Feature,LAKE,30e78901d05411d892e2080020a0f4c9,61.6983333,-139.2030556,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KABST,Doll Creek,Undetermined,,Creek,Water Feature,RIV,0c6f2385849c20c322ecee4c64ad712a,65.8566667,-135.4516667,,Yukon,250000,1954-08-05,Yukon-Department of Tourism and Culture
KABSV,Dolly Creek,Undetermined,,Creek,Water Feature,RIV,0c6f23c5849c20c32ffc5c49ac663889,62.0622253,-137.2228897,,Yukon,50000,1968-11-08,Yukon-Department of Tourism and Culture
KAHPN,Dolly Varden Creek,Undetermined,,Creek,Water Feature,RIV,0c703310849c20c3f8866601fac1771c,60.9225177,-128.4711147,,Yukon,250000,1982-05-28,Yukon-Department of Tourism and Culture
KABSZ,Dome Creek,Undetermined,,Creek,Water Feature,RIV,30fd8203d05411d892e2080020a0f4c9,63.4430556,-138.8269444,,Yukon,250000,1980-12-23,Yukon-Department of Tourism and Culture
KABSX,Dome Creek,Undetermined,,Creek,Water Feature,RIV,0c6f2406849c20c367932fde007828e1,60.9233333,-130.6905556,,Yukon,250000,1952-07-03,Yukon-Department of Tourism and Culture
KABSY,Dome Creek,Undetermined,,Creek,Water Feature,RIV,30f25e72d05411d892e2080020a0f4c9,62.0405556,-137.0694444,,Yukon,250000,1980-12-08,Yukon-Department of Tourism and Culture
KABTC,Dominion,Undetermined,,Locality,Populated Place,UNP,31085774d05411d892e2080020a0f4c9,63.6616667,-138.6641667,,Yukon,250000,1980-12-23,Yukon-Department of Tourism and Culture
KABTE,Dominion Creek,Undetermined,,Creek,Water Feature,RIV,0c6f2487849c20c3629497c24c448a77,63.6190907,-138.7038105,,Yukon,250000,1936-07-15,Yukon-Department of Tourism and Culture
KABTF,Dominion Mountain,Undetermined,,Mountain,Terrain Feature,MTN,31137b05d05411d892e2080020a0f4c9,63.7933333,-138.8258333,,Yukon,250000,1980-12-23,Yukon-Department of Tourism and Culture
KABTH,Don Creek,Undetermined,,Creek,Water Feature,RIV,0cf759c9849c20c3296ef4809f71f46c,62.5291667,-129.8127778,,Yukon,250000,1980-10-14,Yukon-Department of Tourism and Culture
KABTJ,Donjek Glacier,Southern Tutchone,,Glacier,Ice and Snow Feature,GLAC,311e5076d05411d892e2080020a0f4c9,61.0597222,-139.7138889,,Yukon,1000000,1981-02-09,Yukon-Department of Tourism and Culture
KAHRJ,Donjek Lakes,Southern Tutchone,,Lakes,Water Feature,LAKE,99efcdc7c6cb11d892e2080020a0f4c9,61.0802114,-139.3753110,,Yukon,250000,1983-05-02,Yukon-Department of Tourism and Culture
KABTL,Donjek Mountain,Southern Tutchone,,Mountain,Terrain Feature,MTN,2770eff6d05511d892e2080020a0f4c9,60.8462986,-139.7601928,,Yukon,250000,1981-02-03,Yukon-Department of Tourism and Culture
KABTM,Donjek Range,Southern Tutchone,,Range,Terrain Feature,MTN,312925e7d05411d892e2080020a0f4c9,61.0612580,-139.1655191,,Yukon,250000,1951-01-17,Yukon-Department of Tourism and Culture
KABTN,Donjek River,Southern Tutchone,,River,Water Feature,RIV,31342268d05411d892e2080020a0f4c9,62.6041257,-139.9994121,,Yukon,5000000,1981-01-06,Yukon-Department of Tourism and Culture
KABTP,Donohue Creek,Undetermined,,Creek,Water Feature,RIV,277c3a97d05511d892e2080020a0f4c9,63.1211111,-139.5083333,,Yukon,250000,1980-12-23,Yukon-Department of Tourism and Culture
KABTQ,Donovan Creek,Undetermined,,Creek,Water Feature,RIV,27875e28d05511d892e2080020a0f4c9,63.5330556,-139.9302778,,Yukon,50000,1980-12-23,Yukon-Department of Tourism and Culture
KABTS,Dorsey Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f24c9849c20c3bf2959bd54dea173,60.1563889,-131.5908333,,Yukon,250000,1952-07-03,Yukon-Department of Tourism and Culture
KABTT,Dorsey Range,Undetermined,,Range,Terrain Feature,MTN,0c6f254d849c20c3e23977575ae755e8,60.1587979,-131.4847356,,Yukon,50000,1955-08-04,Yukon-Department of Tourism and Culture
KABTU,Double Mountain,Undetermined,,Mountain,Terrain Feature,MTN,313f1ee9d05411d892e2080020a0f4c9,60.4863889,-135.1372222,,Yukon,250000,1980-07-29,Yukon-Department of Tourism and Culture
KABTW,Doyle Creek,Undetermined,,Creek,Water Feature,RIV,314a698ad05411d892e2080020a0f4c9,62.5692050,-139.4872687,,Yukon,250000,1981-01-06,Yukon-Department of Tourism and Culture
KABTY,Dragon Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f258d849c20c32108a7641ef30ebd,62.5968708,-131.4796183,,Yukon,250000,1946-11-05,Yukon-Department of Tourism and Culture
KABTZ,Drapeau Creek,Undetermined,,Creek,Water Feature,RIV,3160628cd05411d892e2080020a0f4c9,63.9895346,-136.8779696,,Yukon,250000,1981-02-13,Yukon-Department of Tourism and Culture
KABUE,Dredge Creek,Undetermined,,Creek,Water Feature,RIV,0c6f2613849c20c3672228b94b7d32ec,63.7518016,-136.1548882,,Yukon,250000,1957-05-02,Yukon-Department of Tourism and Culture
KABUD,Dredge Creek,Undetermined,,Locality,Populated Place,UNP,0c6f2654849c20c3fcc5811f149cf3a4,63.4166667,-139.2000000,,Yukon,250000,1958-07-03,Yukon-Department of Tourism and Culture
KAIFW,Dredge No. 4 National Historic Site of Canada,Undetermined,,National Historic Site,Administrative Area,PARK,69644981ba3611d892e2080020a0f4c9,63.9458330,-139.3300000,,Yukon,1000000,2001-01-12,Parks Canada
KABUF,Drifting Snow Creek,Undetermined,,Creek,Water Feature,RIV,a2bef9b5d05211d892e2080020a0f4c9,66.4041667,-141.0000000,,Yukon,250000,1961-01-19,Yukon-Department of Tourism and Culture
KABUG,Driftwood Hill,Undetermined,,Hill,Terrain Feature,MTN,316b861dd05411d892e2080020a0f4c9,67.9452780,-138.2486110,,Yukon,250000,1981-10-09,Yukon-Department of Tourism and Culture
KABUH,Driftwood River,Undetermined,,River,Water Feature,RIV,27925aa9d05511d892e2080020a0f4c9,67.5621487,-138.4937346,,Yukon,1000000,2018-08-23,Yukon-Department of Tourism and Culture
KABUI,Dromedary Creek,Undetermined,,Creek,Water Feature,RIV,0c6f2695849c20c337873b033d4417e8,62.8258333,-134.3852778,,Yukon,50000,1954-09-02,Yukon-Department of Tourism and Culture
KABUJ,Dromedary Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0cf75b88849c20c3535ff831a1c127ba,62.8852778,-134.7305556,,Yukon,1000000,1936-07-15,Yukon-Department of Tourism and Culture
KABUK,Dropoff Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c6f26d5849c20c3516c759e297afabf,61.1177778,-133.2263889,,Yukon,250000,1936-02-11,Yukon-Department of Tourism and Culture
KABUM,Drury Creek,Undetermined,,Creek,Water Feature,RIV,0cf75bfa849c20c3783bf5319828a07a,62.1961111,-134.3875000,,Yukon,250000,1951-03-07,Yukon-Department of Tourism and Culture
KABUN,Drury Lake,Undetermined,,Lake,Water Feature,LAKE,0cf75d84849c20c3da854d6fea87b4e3,62.3338889,-134.6669444,,Yukon,1000000,1946-11-05,Yukon-Department of Tourism and Culture
KABUO,Drury Spire,Undetermined,,Spire,Terrain Feature,MTN,0cf75dc6849c20c3d49ddc56c62e3b39,62.3205556,-134.4300000,,Yukon,50000,1954-09-02,Yukon-Department of Tourism and Culture
KABUS,Dry Creek,Undetermined,,Creek,Water Feature,RIV,0cf75ec3849c20c38637b4c417148d92,60.0550000,-135.1483333,,Yukon,50000,1965-08-18,Yukon-Department of Tourism and Culture
KABUU,Dry Creek,Undetermined,,Creek,Water Feature,RIV,3176d0bed05411d892e2080020a0f4c9,62.3347199,-140.3853419,,Yukon,250000,1981-01-06,Yukon-Department of Tourism and Culture
KABUR,Dry Creek,Undetermined,,Settlement,Populated Place,UNP,0cf75e58849c20c3c42ea7e80ca096ba,62.1719444,-140.6788889,,Yukon,250000,1951-09-06,Yukon-Department of Tourism and Culture
KABUT,Dry Creek,Undetermined,,Creek,Water Feature,RIV,3181f44fd05411d892e2080020a0f4c9,61.9966667,-137.0713889,,Yukon,250000,1981-03-09,Yukon-Department of Tourism and Culture
KABUW,Dublin Gulch,Undetermined,,Gulch,Water Feature,RIV,0c6f2715849c20c3661eeec53ea6ae06,64.0351616,-135.8273707,,Yukon,250000,1945-04-21,Yukon-Department of Tourism and Culture
KABUX,Duck Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f2757849c20c35ebdc11d8e8ee3fd,61.6661111,-137.4277778,,Yukon,250000,1955-06-02,Yukon-Department of Tourism and Culture
KABUY,Dugdale Creek,Undetermined,,Creek,Water Feature,RIV,318d17e0d05411d892e2080020a0f4c9,60.5233333,-134.9083333,,Yukon,250000,1980-07-29,Yukon-Department of Tourism and Culture
KABUZ,Duke Meadows,Undetermined,,Meadows,Feature Associated with Vegetation,VEGL,0c6f2798849c20c3e43a741c6d77f937,61.3906601,-139.1045026,,Yukon,50000,1953-10-01,Yukon-Department of Tourism and Culture
KABVA,Duke River,Undetermined,,River,Water Feature,RIV,31983b71d05411d892e2080020a0f4c9,61.4408330,-139.1041670,,Yukon,250000,1980-09-12,Yukon-Department of Tourism and Culture
KABVB,Dullmitt Lake,Southern Tutchone,,Lake,Water Feature,LAKE,0c6f27d9849c20c3a64fd331e96340b1,60.9994444,-137.1852778,,Yukon,250000,1952-02-06,Yukon-Department of Tourism and Culture
KABVC,Duncan Creek,Undetermined,,Creek,Water Feature,RIV,279d572ad05511d892e2080020a0f4c9,63.7716667,-135.5233333,,Yukon,250000,1980-08-01,Yukon-Department of Tourism and Culture
KABVE,Dundalk,Undetermined,,Settlement,Populated Place,UNP,31a310e2d05411d892e2080020a0f4c9,60.0500000,-134.8502778,,Yukon,50000,1980-07-29,Yukon-Department of Tourism and Culture
KABVF,Dundalk Creek,Undetermined,,Creek,Water Feature,RIV,0c6f285a849c20c3a8c12369fb042276,60.0486826,-134.8555093,,Yukon,250000,1907-06-27,Yukon-Department of Tourism and Culture
KABVG,Dundalk Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c6f2819849c20c349d471b34062b46a,60.0225000,-134.8105556,,Yukon,50000,1907-06-27,Yukon-Department of Tourism and Culture
KABVH,Dune Creek,Undetermined,,Creek,Water Feature,RIV,31ae0d63d05411d892e2080020a0f4c9,60.7936111,-136.5541667,,Yukon,250000,1952-01-17,Yukon-Department of Tourism and Culture
KABVI,Duo Creek,Undetermined,,Creek,Water Feature,RIV,0c6f289c849c20c3ed306f6a9828d8f8,62.8817031,-135.2196350,,Yukon,50000,1954-09-02,Yukon-Department of Tourism and Culture
KABVJ,Duo Creek,Undetermined,,Creek,Water Feature,RIV,0c6f2920849c20c31856347a71ffd2c8,64.4046065,-132.5580597,,Yukon,250000,1957-11-08,Yukon-Department of Tourism and Culture
KABVK,Duo Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f28de849c20c3db2f51760af0cbb3,64.4942660,-132.1029505,,Yukon,250000,1957-11-08,Yukon-Department of Tourism and Culture
KABVL,Dusty Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,99cf7484c6cb11d892e2080020a0f4c9,60.4000000,-138.3833333,,Yukon,1000000,1987-01-22,Yukon-Department of Tourism and Culture
KABVM,Dusty River,Undetermined,,River,Water Feature,RIV,0c6f2962849c20c367d67c91bcaaec61,60.6647779,-137.9445583,,Yukon,250000,1951-06-07,Yukon-Department of Tourism and Culture
KABVN,Dutch Harbour,Undetermined,,Harbour,Water Feature,BAY,0c6f29a4849c20c3096cab0b7b5b4df5,61.1818171,-138.6174919,,Yukon,250000,1953-04-02,Yukon-Department of Tourism and Culture
KABVO,Dwarf Birch Creek,Undetermined,,Creek,Water Feature,RIV,27a8a1cbd05511d892e2080020a0f4c9,61.9275000,-138.1161111,,Yukon,1000000,1980-09-12,Yukon-Department of Tourism and Culture
KABVQ,Dycer Creek,Undetermined,,Creek,Water Feature,RIV,0c6f29e6849c20c3a28810a58ed9f6ca,61.4441675,-134.2644062,,Yukon,250000,1936-07-15,Yukon-Department of Tourism and Culture
KAIAQ,Dzeł Jedé',Kaska,,Mountain,Terrain Feature,MTN,0cc7c5ff849c20c3c6adee11f9dd6e49,62.4911110,-132.9833330,,Yukon,50000,2011-11-25,Yukon-Department of Tourism and Culture
KABVS,Dzee Creek,Gwich'in,,Creek,Water Feature,RIV,91b0fbfdc6cd11d892e2080020a0f4c9,66.9366666,-134.9958333,,Yukon,250000,1979-06-20,Yukon-Department of Tourism and Culture
KBAFK,Dzeh Tsedle Chō,Kaska,,Mount,Terrain Feature,MTN,b115a4120a00120400c50df2d35c4c60,62.3108330,-132.6558330,,Yukon,50000,2012-02-28,Yukon-Department of Tourism and Culture
KBAGP,Dzeh Tsedle Zoze,Kaska,,Mountain,Terrain Feature,MTN,0d01803a849c20c3ef03e6345261271c,62.3347220,-132.5908330,,Yukon,50000,2011-11-25,Yukon-Department of Tourism and Culture
KAIJA,Dâ Hîni,Tlingit,,Creek,Water Feature,RIV,0c702652849c20c3670f5fed06c76327,61.4388890,-133.0766660,,Yukon,250000,2006-05-26,Yukon-Department of Tourism and Culture
KAIII,Dän Tàgé,Northern Tutchone,,River,Water Feature,RIV,10db5448849c20c35802ac275e0668b9,61.0706315,-134.2178555,,Yukon,250000,2004-03-08,Yukon-Department of Tourism and Culture
KAIIE,Délin Chú,Northern Tutchone,,River,Water Feature,RIV,66e4f191ba3611d892e2080020a0f4c9,61.5724562,-134.9003395,,Yukon,5000000,2004-03-08,Yukon-Department of Tourism and Culture
KAIHV,Dò Chù,Northern Tutchone,,River,Water Feature,RIV,4f9cdcb9d05411d892e2080020a0f4c9,61.6072222,-134.4375000,,Yukon,250000,2004-03-08,Yukon-Department of Tourism and Culture
KAHZT,Dúk̲ Hîni,Tlingit,,Creek,Water Feature,RIV,e339ef99d05211d892e2080020a0f4c9,60.8819444,-132.9655553,,Yukon,50000,1991-10-28,Yukon-Department of Tourism and Culture
KABVU,Eagle Creek,Undetermined,,Creek,Water Feature,RIV,27b4137cd05511d892e2080020a0f4c9,64.1388407,-136.0590833,,Yukon,250000,1981-10-05,Yukon-Department of Tourism and Culture
KABVW,Eagle Creek,Undetermined,,Creek,Water Feature,RIV,6d67f790ba3611d892e2080020a0f4c9,68.7703353,-136.6351962,,Yukon,250000,1973-01-27,Yukon-Department of Tourism and Culture
KAHRK,Eagle Creek,Undetermined,,Creek,Water Feature,RIV,0cf79f64849c20c3568bf4a79c4d0a30,63.7038889,-138.5505555,,Yukon,50000,1983-01-11,Yukon-Department of Tourism and Culture
KABVV,Eagle Creek,Undetermined,,Creek,Water Feature,RIV,27bf370dd05511d892e2080020a0f4c9,64.7791667,-141.0000000,,Yukon,250000,1981-03-30,Yukon-Department of Tourism and Culture
KABVX,Eagle Lake,Undetermined,,Lake,Water Feature,LAKE,0c6f2a68849c20c370d6a4e8a6e9d808,64.2013889,-135.5472222,,Yukon,250000,1945-04-21,Yukon-Department of Tourism and Culture
KABVY,Eagle Nest Creek,Undetermined,,Creek,Water Feature,RIV,0c6f2a27849c20c3997f5014a8e47d7d,60.5800000,-131.7005556,,Yukon,250000,1952-07-03,Yukon-Department of Tourism and Culture
KABWA,Eagle Plains,Undetermined,,Locality,Populated Place,UNP,0c6f2aa9849c20c38762e65d06b3e284,66.3722222,-136.7188889,,Yukon,250000,1981-04-06,Yukon-Department of Tourism and Culture
KABWC,Eagle Pup,Undetermined,,Pup,Water Feature,RIV,0c6f2aea849c20c30ab8078fd9768f5a,64.0349572,-135.8283426,,Yukon,50000,1960-01-21,Yukon-Department of Tourism and Culture
KABWD,Eagle Ridge,Undetermined,,Ridge,Terrain Feature,MTN,0c6f2b2a849c20c38ba60ed3bd5d780c,64.1821361,-135.7753478,,Yukon,250000,1955-04-07,Yukon-Department of Tourism and Culture
